Score,Episodes,Duration_format,Genre_format,Name_format,Type_format,Source_format,similarity
7,2,31,4,3677,2,1,0.9999540986947354
7,1,28,28,4597,2,3,0.9999540093124875
8,1,50,0,3647,1,3,0.9999540050084414
6,1,30,0,2710,2,1,0.9999540033722006
7,12,23,18,4776,0,1,0.9999539915794688
6,12,24,4,3967,0,2,0.9999539749479432
5,2,30,10,1501,2,3,0.9999539406227452
7,3,23,18,3963,2,1,0.9999539361249795
7,1,44,0,3747,2,3,0.9999539358465043
8,22,23,0,3966,0,1,0.9999539134127668
7,3,30,0,3202,2,1,0.9999538937161347
7,25,24,0,4137,0,1,0.9999538705433677
7,1,23,28,3863,2,3,0.9999538671160835
7,12,23,13,4510,0,0,0.9999538594559723
7,12,24,8,4320,0,1,0.9999538562514791
7,26,24,0,1846,0,3,0.9999538484136375
7,1,23,5,2937,3,1,0.9999538479869947
6,50,24,18,5818,0,0,0.9999538322612309
7,1,25,28,4189,2,3,0.9999537831848353
7,23,24,0,1672,0,1,0.9999537824991128
7,13,23,10,4441,0,2,0.9999537787754251
7,8,25,18,4745,2,3,0.9999537709874801
7,13,23,18,4886,0,2,0.9999537700029912
5,2,50,0,3923,2,1,0.9999537633363664
6,1,24,0,2273,3,1,0.9999537496129971
7,12,23,8,4254,0,3,0.9999537401126442
6,52,23,15,5030,0,2,0.9999537361328004
8,1,47,4,4859,1,0,0.9999537348387469
6,2,25,28,4297,2,3,0.9999537030467796
6,2,24,0,2553,2,2,0.9999536907730328
8,12,24,0,3619,0,1,0.9999536818306636
7,13,23,5,4086,0,3,0.999953654049952
9,22,25,8,5085,0,1,0.9999535716867365
7,49,23,16,5623,0,2,0.9999535618121974
7,1,28,0,2750,2,3,0.9999535334725299
5,1,30,10,3980,1,1,0.9999535204157112
8,26,24,0,4230,0,1,0.9999535128410096
6,2,30,28,2066,2,3,0.9999534903062325
7,12,23,8,1106,0,1,0.9999534845215358
7,2,29,0,1793,2,1,0.9999534752110518
5,26,23,19,5532,0,0,0.9999534643700526
5,12,25,18,4952,0,0,0.9999534592510573
7,1,27,0,1820,3,1,0.9999534283241708
7,12,23,10,4416,0,3,0.9999534272856824
7,1,43,0,3194,2,0,0.999953412680791
5,6,23,18,4261,0,2,0.9999533853265864
5,20,24,26,5679,4,1,0.9999533816545417
8,11,24,0,3569,0,1,0.9999533782437224
6,4,40,11,1964,2,0,0.9999533394126879
7,1,51,18,2669,1,0,0.9999533241696921
7,12,24,13,4753,0,5,0.9999533173971732
6,1,44,3,2677,2,1,0.999953312284724
6,12,23,0,3472,0,1,0.9999532718877828
8,1,97,13,5719,1,0,0.9999532471406126
8,1,52,0,4029,1,0,0.9999532345119224
8,12,25,18,5095,0,0,0.9999532197152934
7,1,38,0,3456,1,1,0.9999531801084026
7,1,25,0,2541,2,3,0.9999531604583833
7,13,24,0,3727,0,3,0.9999531571126976
8,12,24,0,3655,0,1,0.9999531448258715
7,1,13,0,1365,2,1,0.9999531358059934
8,1,52,0,4223,1,0,0.9999531261927131
7,12,24,0,3624,0,1,0.999953125170012
6,2,29,5,3614,2,0,0.9999531144928158
6,1,24,28,4048,2,3,0.9999530991599757
8,1,96,18,5367,1,1,0.9999530927778957
7,52,22,18,5373,0,1,0.9999530920346541
7,12,23,0,3520,0,1,0.9999530848313191
6,1,39,0,2741,2,1,0.999953082570074
8,1,51,0,4224,1,0,0.9999530806093894
6,12,23,18,4848,0,3,0.9999530577346115
5,39,25,0,3458,0,1,0.9999530449230338
7,24,23,4,4535,0,2,0.9999530425911536
7,1,39,0,3623,2,3,0.9999530314681105
7,1,37,0,2511,2,1,0.9999530232662989
5,12,24,0,3482,4,0,0.9999530077943891
7,1,23,0,2300,3,1,0.999952950613861
8,12,23,0,3602,0,3,0.9999529001431696
7,16,23,19,5204,0,2,0.9999528961759429
9,1,83,18,4471,1,3,0.9999528960346997
7,2,23,0,2503,3,1,0.9999528856070394
6,20,12,0,2073,0,1,0.9999528597736075
6,3,23,17,3964,2,1,0.9999528578491846
8,1,59,0,4744,1,1,0.9999528531133487
5,36,23,0,3604,0,1,0.999952852715559
7,12,24,0,3682,0,3,0.9999528440760146
7,12,24,8,4430,0,3,0.9999528274326551
6,4,15,20,3119,2,3,0.9999528257412131
6,12,22,18,4679,0,0,0.9999527994286471
6,13,24,10,4589,0,2,0.9999527921917575
8,13,24,0,3788,0,3,0.9999527522967128
6,13,24,17,4982,0,1,0.9999527503058444
6,1,48,0,3753,3,1,0.9999527354472985
7,1,63,0,4683,1,5,0.9999527056398585
8,17,24,9,4849,0,2,0.9999526616133071
8,15,24,8,1213,2,1,0.999952651089699
8,7,23,0,3157,3,1,0.9999526470786849
7,12,24,0,3698,0,3,0.9999526070312695
7,10,24,0,3553,0,3,0.9999525955871258
7,12,23,19,4930,0,1,0.9999525951978067
7,1,25,0,2535,2,1,0.9999525808199304
5,12,24,13,4706,0,3,0.9999525350397758
5,2,40,0,3772,2,1,0.9999525204952152
7,10,24,0,3558,0,3,0.9999525195941565
8,1,57,0,4225,1,0,0.9999525075187442
6,12,24,7,4338,0,3,0.9999525060381621
5,2,53,3,5251,4,0,0.9999524908662129
7,18,23,21,5473,0,3,0.9999524887165507
6,1,23,18,3776,3,1,0.9999524478602432
8,2,23,0,2603,3,3,0.9999524360171227
6,1,24,28,4117,2,3,0.9999524068039598
6,12,24,10,4568,0,3,0.9999523792576711
7,12,24,18,5071,0,3,0.9999523412873608
7,1,23,10,3469,3,3,0.9999523216513935
7,4,29,28,1949,2,1,0.9999522462253713
6,1,46,0,3164,2,3,0.9999522428294222
6,24,22,18,5443,0,1,0.9999522410158415
9,13,24,10,4756,0,3,0.9999522199816208
6,1,50,0,4178,3,1,0.9999522035588502
8,13,24,7,4463,0,1,0.9999521939632454
8,13,23,18,5069,0,3,0.9999521927928083
7,24,25,4,4889,0,3,0.9999521904688741
8,12,24,0,3722,0,1,0.9999521582768494
8,12,26,0,3938,0,1,0.9999521546694948
5,6,7,0,1109,4,3,0.9999521539168575
8,2,58,0,3866,2,1,0.9999521434852139
6,2,47,0,4468,2,2,0.9999521412852961
7,26,12,18,3894,4,3,0.9999521355263497
7,13,24,26,5431,0,1,0.9999521266839067
8,13,23,0,3681,0,1,0.9999521098231919
7,12,24,0,3666,0,0,0.9999520958005316
7,12,24,18,5053,0,1,0.9999520774910647
8,1,51,18,2624,1,1,0.9999520275653653
5,1,30,0,2868,2,1,0.9999520238034534
6,12,23,13,4670,0,3,0.9999520052912035
8,24,23,18,5694,0,1,0.9999519918549874
8,1,98,18,5398,1,3,0.9999519550947351
7,1,55,0,4800,1,1,0.9999519001920072
6,12,23,0,3561,0,1,0.999951895494833
8,1,71,0,5385,1,1,0.9999518815112443
5,1,30,9,4022,2,1,0.9999518671482963
7,2,30,28,2034,2,3,0.9999518669402392
8,1,70,0,5978,2,3,0.9999518654505908
5,2,45,0,4202,3,1,0.9999518503305801
6,10,25,18,4972,4,1,0.9999518144122927
6,1,48,0,4204,3,1,0.9999517963743669
7,1,47,10,5815,2,1,0.9999517543664278
8,13,24,0,3792,0,0,0.999951730216906
7,13,23,0,1245,0,0,0.9999517237154661
7,12,24,0,3719,0,1,0.9999517183951318
7,12,24,0,3693,0,0,0.9999516994820065
7,1,23,7,3301,2,3,0.9999516891386011
6,1,40,0,2680,2,1,0.9999516841536755
7,5,29,28,1902,2,3,0.9999516709542675
8,24,24,18,1595,0,3,0.9999516697397249
8,1,104,18,5800,1,1,0.9999516641888099
8,21,23,18,5597,0,2,0.9999516608638986
6,51,22,18,3696,0,1,0.9999516607304721
7,13,24,9,4684,0,5,0.9999516482457824
8,13,23,8,4503,0,3,0.9999516433592498
7,12,23,8,4404,0,3,0.9999515931711693
6,11,23,0,1191,0,1,0.9999515835995042
6,26,24,0,4283,0,0,0.9999515546621307
8,12,24,18,5137,0,1,0.9999515301194253
8,10,25,18,5078,4,1,0.9999515112841968
7,2,17,28,3046,2,3,0.9999515050214098
8,12,24,0,3768,0,1,0.9999514906949419
8,1,23,0,2439,3,1,0.9999514893804095
8,1,50,0,4682,1,1,0.9999514804127759
8,26,20,18,5408,4,3,0.999951475859652
6,12,23,7,4238,0,0,0.9999514380868378
5,52,24,18,6155,4,3,0.9999514041432755
7,2,27,28,4861,2,3,0.9999513940814888
8,4,27,0,3345,3,3,0.9999513806076225
6,12,21,0,1133,0,0,0.9999513610452748
7,1,24,0,2548,2,1,0.9999513411519082
6,12,23,18,4948,0,1,0.9999513185562168
7,25,23,18,5788,0,2,0.999951296286525
7,2,17,12,3054,2,1,0.9999512960764763
9,13,25,10,4988,0,7,0.9999512761694
6,3,27,18,1468,2,4,0.9999512608194359
7,26,24,0,1813,0,1,0.9999512590407396
7,12,24,0,3751,0,1,0.9999512523273744
8,12,23,18,5073,0,3,0.9999512510303514
5,1,55,0,4636,2,1,0.9999512126648292
9,25,23,0,4309,0,1,0.9999512052732157
5,1,47,0,4145,3,1,0.9999511857982409
7,1,89,18,4819,1,2,0.9999511851856102
7,24,23,0,4208,0,1,0.9999511597273683
7,1,98,8,5952,1,3,0.9999511546390587
6,24,24,18,5828,0,1,0.9999511471967464
6,1,25,0,2630,1,1,0.9999511270819232
6,12,23,10,4527,0,2,0.9999511184668832
8,2,24,0,2745,3,1,0.9999511162659621
7,12,24,13,4836,0,0,0.9999511034719689
6,2,20,28,2033,2,3,0.9999510908236726
8,1,53,0,3581,1,0,0.9999510676054114
8,1,78,18,4142,1,0,0.9999510417363373
6,1,25,0,2622,2,1,0.9999510111329271
7,12,23,0,3658,0,1,0.999950990240939
8,13,24,0,3912,0,3,0.9999509878944783
6,13,24,0,3839,0,3,0.9999509819523419
7,5,35,0,1928,3,1,0.9999509631133588
7,13,24,0,1278,0,0,0.9999509602321348
8,15,24,18,5422,4,3,0.9999509447310327
8,21,24,18,5779,0,1,0.9999509397321182
6,4,55,0,3342,2,1,0.9999509354573775
7,1,24,18,4098,3,3,0.9999509290868621
7,1,28,28,4910,2,3,0.9999509244182991
7,1,89,18,4833,1,0,0.9999508821031655
8,24,22,0,4131,0,1,0.9999508691952934
7,1,75,10,4233,1,0,0.9999508513947467
6,1,24,11,3636,3,0,0.9999508452848438
7,12,24,8,4576,0,3,0.9999508310662769
7,12,23,0,3669,0,1,0.9999508266430812
6,3,10,1,1563,1,0,0.9999507996926263
7,30,16,18,4826,4,1,0.9999507798164882
7,1,90,13,5081,1,0,0.9999507680942781
7,1,56,0,5086,2,0,0.9999507415355443
5,1,108,19,5994,1,6,0.9999507360993941
7,2,26,28,4785,2,3,0.999950726562497
7,12,24,12,4804,0,0,0.9999507100203934
6,1,73,8,4227,3,1,0.9999507060021574
7,12,24,0,3789,0,1,0.9999507039834754
6,12,24,0,3791,0,3,0.9999506944879702
7,12,24,9,4688,0,5,0.9999506720856931
6,1,24,18,4016,4,1,0.9999506714719167
8,12,23,0,3714,0,1,0.9999506461666566
8,13,24,0,3870,0,0,0.99995062816894
7,12,23,0,3742,0,5,0.9999506223202419
5,1,48,0,4347,3,1,0.9999506178498795
8,12,23,0,3716,0,1,0.9999506168763027
8,12,24,17,5166,0,1,0.9999505925249325
6,12,24,0,3760,0,1,0.999950566958852
7,1,34,0,2168,3,1,0.9999505475654269
7,10,24,0,3651,0,1,0.9999505399131208
7,13,24,0,3892,0,2,0.9999505336641371
6,1,45,0,2997,3,1,0.9999505161619141
8,12,24,10,4784,0,3,0.9999505136695699
8,24,24,18,5982,0,1,0.999950488015422
7,3,30,0,3490,2,1,0.9999504838730809
5,1,50,0,4518,3,1,0.9999504802867502
7,16,24,0,4058,0,1,0.9999504754791851
7,4,24,18,4462,0,1,0.9999504747217249
7,52,25,10,3820,0,0,0.9999504616434858
7,25,24,0,4438,0,1,0.9999504580269595
6,11,11,0,2096,0,0,0.9999504453200377
8,12,24,10,4751,0,1,0.9999504376043783
7,3,30,0,1702,2,1,0.9999504311055192
6,1,22,0,2359,2,0,0.9999504218625066
7,12,24,18,5193,0,1,0.9999504129342721
7,1,19,0,2145,2,1,0.9999503858682592
6,25,24,0,4367,0,0,0.9999503734171863
8,1,95,8,5681,1,0,0.9999503486391628
7,1,30,28,5248,2,3,0.9999503288689356
8,2,24,18,4276,2,1,0.999950325153245
7,1,24,0,1514,3,1,0.9999503069436597
8,12,24,0,3851,0,1,0.9999503062900855
5,1,35,19,5330,1,0,0.9999502901765448
6,1,24,15,3953,3,2,0.9999502895146203
6,3,30,0,1699,2,1,0.9999502857299037
5,1,70,0,6006,1,2,0.9999502814432363
8,12,24,0,3859,0,1,0.9999501935003456
8,13,24,18,5303,0,0,0.9999501872317126
7,1,56,0,5301,1,1,0.9999501853182785
7,6,23,0,3249,2,7,0.9999501356936499
8,24,24,13,5698,0,1,0.9999501188050879
6,1,43,0,4177,3,1,0.9999501176784119
9,12,23,18,5164,0,1,0.9999501149446665
7,1,24,28,4314,2,0,0.9999500871620757
6,1,23,0,2533,3,3,0.9999500808068835
6,1,17,0,1971,2,2,0.9999500615065223
6,39,24,0,4243,0,0,0.9999499627697752
8,12,26,18,5551,4,3,0.9999498907699256
5,6,18,25,3968,2,1,0.9999498847970336
9,24,23,18,5941,0,1,0.9999498812176602
7,24,23,18,5836,4,1,0.9999498629281962
8,2,21,0,2558,2,1,0.999949860454025
6,24,24,0,4442,0,2,0.9999498382313193
7,1,71,0,4924,1,0,0.9999498067033045
8,12,23,0,3774,0,1,0.9999497744280696
8,25,23,0,4370,0,0,0.9999497514418098
5,5,29,0,3612,3,1,0.9999497484094121
8,26,23,8,5331,0,3,0.9999497249584368
7,48,24,18,3072,0,0,0.9999497022612456
7,1,23,8,3495,3,3,0.9999496974097721
6,2,8,0,701,3,1,0.9999496792099913
7,1,21,0,2356,3,1,0.9999496776641035
7,1,27,0,2957,2,1,0.9999496200518088
7,24,24,18,6027,0,1,0.9999496162126922
6,12,24,18,5263,0,3,0.9999495815987237
9,12,24,8,4703,0,1,0.9999495562422659
5,1,26,0,2731,2,0,0.9999495457583321
6,1,38,0,2384,1,1,0.999949540827112
7,12,24,18,5218,4,0,0.9999495371116386
5,23,23,10,5214,0,1,0.9999495267564585
8,11,22,18,4975,0,1,0.9999494362142821
6,1,29,0,3106,2,1,0.9999494342620387
7,12,23,18,5188,0,3,0.9999494324397515
6,13,20,0,3462,0,2,0.9999494033567943
7,1,26,0,2933,2,3,0.9999494020888375
7,2,25,17,4391,2,1,0.9999493917472242
8,1,30,10,1509,2,1,0.9999493759764698
8,24,22,13,5462,0,0,0.9999493714522483
7,1,25,8,3686,1,0,0.9999493652653428
5,47,30,0,5310,0,0,0.9999493609259592
7,11,23,0,3737,0,3,0.999949355323524
7,12,24,4,4281,0,0,0.999949345325498
6,12,23,0,3732,0,1,0.9999493435511875
8,10,24,0,3757,2,1,0.9999493423193906
7,12,24,18,5286,0,1,0.9999493397667047
7,12,23,4,4167,0,0,0.9999493111098674
6,1,25,0,2714,2,0,0.9999493092377232
6,1,28,5,3746,2,3,0.9999492903284812
5,51,23,10,5046,0,0,0.9999492777308306
8,24,23,10,5460,0,3,0.9999492500936653
7,1,49,0,3122,1,1,0.9999492431485345
5,2,28,0,1615,2,3,0.9999492299567767
8,12,22,10,4601,0,1,0.999949209341207
5,1,36,18,1876,2,1,0.9999492066651123
8,12,23,0,3855,0,3,0.9999491888164636
7,12,24,0,3897,0,1,0.9999491757948419
6,1,95,8,5656,1,0,0.999949165078647
5,1,20,19,3631,1,1,0.9999491609010026
8,12,23,18,5213,0,1,0.9999491263280591
7,13,24,0,3971,0,1,0.9999491234956116
4,12,5,13,1158,0,0,0.9999491234682859
7,12,23,18,5174,0,1,0.9999491209451555
7,12,24,21,5490,0,3,0.9999491164134832
6,1,30,28,2054,2,1,0.9999491120605488
7,12,23,0,3827,0,3,0.9999491020454863
9,25,24,18,1629,0,0,0.9999491010642445
7,12,23,0,3828,0,3,0.9999490877652363
7,12,24,0,3878,0,0,0.9999490583544077
8,10,24,0,3787,0,1,0.9999490565713781
7,1,24,18,4203,3,1,0.9999490547222005
7,13,24,9,4799,0,0,0.9999490198479407
8,1,12,8,2210,1,0,0.9999490008847353
6,1,30,0,1829,2,1,0.9999489503115292
7,2,25,0,2990,2,1,0.9999489337852856
7,12,24,0,3915,0,1,0.9999489254358847
8,25,23,0,4477,0,1,0.9999489127392759
8,1,100,18,5377,1,1,0.9999488997501549
7,12,24,0,3958,0,3,0.9999488928004001
7,12,24,0,3959,0,3,0.9999488790141345
7,26,23,5,5090,0,3,0.9999488396000962
7,10,23,0,3656,0,1,0.9999488388414509
7,2,24,28,4623,2,1,0.9999488381721182
6,51,25,18,3267,0,2,0.9999488343800478
7,2,23,18,4272,2,3,0.9999488206754331
8,1,90,8,5153,1,3,0.9999487913756394
7,12,23,18,5180,0,0,0.9999487583042495
6,1,13,18,2571,1,0,0.9999487468215491
9,39,23,0,4498,0,1,0.9999487448770553
7,1,25,10,3913,1,1,0.9999487246304529
7,10,26,18,5471,2,3,0.9999487007806188
7,12,23,21,5414,4,7,0.9999486994784402
6,6,28,18,5287,4,3,0.9999486570588949
8,12,23,0,3853,0,1,0.9999486485744863
5,1,30,28,2055,2,1,0.9999486182648644
8,13,45,0,2265,2,0,0.9999486016478236
7,1,82,0,5445,1,3,0.9999485697661851
6,1,28,0,3092,2,1,0.9999485658909042
6,1,90,13,4961,1,1,0.9999485437976035
6,12,24,7,4591,0,1,0.9999485437819668
7,2,20,28,4041,2,3,0.9999484918401434
6,1,29,8,4199,2,3,0.9999484659133802
7,3,24,0,3081,0,1,0.9999484635461947
7,12,24,0,3950,0,1,0.9999484421586116
6,1,58,0,5675,1,0,0.999948441952472
7,12,23,18,5279,0,3,0.9999483863740043
6,2,23,0,2818,3,3,0.9999483606243184
7,12,24,0,3997,0,3,0.9999483579449182
7,1,32,18,5201,4,0,0.9999483370356999
6,12,23,18,5175,0,0,0.9999483214664702
7,13,23,18,5365,0,3,0.999948289928397
6,1,18,8,3016,1,5,0.9999482854067184
8,12,22,0,3823,0,7,0.9999482667597122
8,13,24,0,4114,0,3,0.9999482340050793
5,60,24,18,6164,4,1,0.9999482262590138
7,3,30,28,1942,2,3,0.9999482199106304
7,3,28,18,5003,1,0,0.9999482168041015
7,13,24,0,4038,0,1,0.9999482134737805
6,1,24,13,4017,3,3,0.9999481959878411
7,12,23,9,4687,4,2,0.9999481945512974
6,12,23,0,3835,0,2,0.999948183964319
8,12,24,17,5378,0,1,0.9999481573440675
7,1,30,0,1803,2,1,0.9999481542614589
7,10,23,0,3703,0,1,0.9999481499784805
7,1,23,13,3900,3,1,0.9999481486008542
5,16,28,18,6150,4,3,0.9999481400455275
4,1,36,28,2213,2,0,0.9999481316371902
5,37,25,0,2658,0,1,0.99994813160633
6,26,11,4,2529,4,3,0.9999481082779644
6,1,92,13,5080,1,0,0.9999480755227554
7,1,25,0,2890,2,1,0.9999480743083977
5,13,20,0,3485,0,1,0.9999480607750256
5,13,25,0,4081,0,1,0.9999480506876333
8,12,23,0,3896,0,1,0.9999480461876731
7,1,25,0,1495,2,1,0.9999479870977412
7,2,28,28,1943,2,3,0.9999479791592685
6,24,23,18,5983,0,0,0.9999479256120535
6,1,40,19,2045,1,1,0.9999479129676846
8,4,24,0,3318,0,3,0.9999479098497642
8,12,24,0,4025,0,1,0.9999479072011155
7,1,71,10,3837,1,0,0.9999478295165587
5,1,25,10,3886,2,1,0.9999478292671764
8,2,24,0,2981,3,1,0.9999478174461186
8,1,103,18,5519,1,0,0.9999478171653666
7,12,24,0,3996,0,1,0.9999478140600919
6,4,24,28,1840,2,0,0.9999477631222109
5,24,24,18,6117,6,3,0.9999477549366776
6,12,24,18,5409,0,2,0.9999477229751329
8,22,25,0,4757,0,1,0.9999477083074587
7,12,23,10,4846,0,3,0.9999477019854773
7,1,30,28,5536,2,3,0.9999476873643474
6,8,30,0,4288,3,2,0.9999476825198937
8,1,23,0,2723,3,1,0.9999476792138994
5,1,55,8,2951,3,1,0.9999476635859753
8,17,24,18,1371,0,1,0.9999476296359707
7,12,23,18,5369,4,7,0.9999476072995801
5,1,30,15,4811,4,2,0.9999476002457802
7,13,23,18,5362,4,1,0.9999475822391398
9,11,23,8,4662,0,1,0.9999475414717323
7,1,70,0,4526,1,0,0.9999475323345741
7,12,24,18,5425,0,0,0.9999475019474708
7,1,24,0,2810,1,0,0.999947496340972
7,1,49,19,2455,1,1,0.9999474859420493
5,24,25,0,4750,0,2,0.9999474201631573
7,12,24,8,4803,0,1,0.9999473930855095
7,1,24,18,4341,3,1,0.999947361635437
6,1,45,10,2272,1,1,0.9999473500031008
7,1,14,18,2910,1,1,0.9999473459947628
7,2,29,28,1950,2,3,0.9999473256052618
7,1,25,0,2954,3,2,0.999947322675848
5,12,23,18,5285,0,3,0.9999473040098874
5,16,10,8,3007,0,1,0.9999472755084587
7,1,26,28,4999,2,3,0.9999472749289054
8,1,23,8,3664,2,1,0.9999472738167131
5,26,23,18,6104,0,0,0.9999472412234489
6,3,30,0,1635,2,3,0.9999472365064761
5,26,23,18,6105,0,0,0.9999472319028572
7,12,23,0,3920,0,1,0.9999472278735384
5,12,23,18,5274,0,2,0.9999472115019389
8,12,23,13,5176,0,7,0.9999471850857711
7,1,23,18,4279,2,3,0.9999471790443815
7,1,69,0,4418,1,0,0.999947173039322
7,12,24,0,4067,0,2,0.9999471665150196
7,1,20,0,2442,3,2,0.9999471653539171
7,2,23,4,3358,3,0,0.9999471639737496
7,12,24,18,5505,0,2,0.9999471546972296
7,12,24,8,4823,0,1,0.9999471446792054
7,3,24,0,3160,2,1,0.9999471041456809
7,1,24,18,4363,3,1,0.9999470967567418
6,1,26,1,1471,2,0,0.9999470803761549
5,26,25,10,1568,0,1,0.9999470686020929
8,13,23,18,5517,0,3,0.9999470666781425
6,1,25,18,4436,4,1,0.9999470652959211
7,1,27,28,5172,2,3,0.9999470606725113
7,47,24,17,2885,0,2,0.9999470336642001
8,12,26,0,4372,0,3,0.9999470291052822
8,13,23,0,4042,0,1,0.9999470207241958
6,1,11,18,2234,4,2,0.9999470003212484
5,1,66,0,4269,2,1,0.9999469838192749
6,13,24,18,5535,0,1,0.9999469673588823
7,1,22,0,2666,2,1,0.9999469600326851
7,1,23,0,2770,2,1,0.9999469575828317
7,12,24,0,4060,0,1,0.9999469534433706
8,25,24,0,4780,0,0,0.9999469285029886
7,1,24,0,2901,3,3,0.9999469152231875
5,55,24,10,5560,0,0,0.9999469056476002
7,11,26,18,5689,0,1,0.999946903824433
8,10,25,0,4050,2,1,0.9999468988257956
7,2,27,28,5329,2,3,0.9999468775117051
7,1,23,18,4260,2,1,0.9999468759556973
6,12,23,18,5351,0,2,0.9999468756080812
6,1,26,13,4306,1,0,0.9999468515042348
7,12,24,7,4765,0,1,0.9999468441315031
6,12,24,4,4496,0,3,0.9999468292555013
6,12,23,10,4857,0,2,0.9999468283807205
8,12,28,13,5766,0,1,0.9999468120798316
6,11,23,8,4650,0,3,0.999946783874032
7,12,23,8,4727,0,1,0.9999467835646415
7,12,23,0,3994,0,3,0.9999467730057875
5,12,24,18,5449,0,2,0.999946768689714
6,1,55,0,3427,2,1,0.9999467665866855
6,12,23,10,4841,0,1,0.9999467573720091
8,1,24,0,2945,3,3,0.9999467523704982
7,2,30,28,5727,2,1,0.9999467321526643
6,12,24,18,5500,0,2,0.9999467299882799
8,26,13,0,2400,0,1,0.9999467260207336
6,12,23,16,5208,0,0,0.9999467169290334
7,13,24,4,4582,0,1,0.9999466738182955
7,13,23,9,4956,0,5,0.9999466622689382
6,46,25,16,2789,0,1,0.9999466604549523
8,42,16,18,5372,4,1,0.9999466572905695
5,26,12,18,4289,0,1,0.9999466546887833
8,1,23,0,2760,3,0,0.9999466503784594
7,1,30,28,5655,2,3,0.9999466289309576
8,12,14,0,2808,2,1,0.9999466068847581
5,1,45,3,5302,3,1,0.9999465999858722
7,13,24,9,5045,0,2,0.99994658436683
7,12,24,0,4089,0,1,0.9999465685180952
6,13,24,18,5596,0,2,0.999946558002971
5,22,24,18,6161,4,3,0.9999465466773
7,12,23,18,5426,0,2,0.9999465351834903
7,12,23,18,5446,0,3,0.9999465296353068
6,13,23,12,5098,0,2,0.9999465266504589
8,3,30,18,1543,2,1,0.999946519179413
5,26,11,3,2382,0,1,0.9999465164792223
7,1,31,0,3598,3,1,0.9999465150499178
8,26,24,0,1749,0,1,0.9999464727862141
7,12,24,5,4594,0,0,0.999946456683227
6,15,24,18,5686,4,0,0.9999464552518792
7,51,24,4,5018,0,2,0.9999464524922298
7,26,19,18,5706,4,3,0.9999464454415565
7,13,24,0,4172,0,1,0.9999464427579132
7,16,13,0,2824,3,3,0.9999464312510783
8,24,14,18,4755,4,1,0.9999464190743629
7,2,23,0,1287,2,1,0.9999463921008622
7,1,47,0,2852,3,1,0.9999463853687657
6,12,24,27,5878,0,0,0.9999463765361772
7,1,24,18,4448,3,2,0.9999463734694047
6,51,24,10,3492,0,1,0.9999463709676284
6,13,23,18,5496,0,3,0.9999463691354529
7,1,15,18,1254,1,0,0.9999463654596162
7,1,101,18,5345,1,0,0.9999463564950182
8,1,92,0,5867,1,1,0.9999463417055736
6,3,25,0,1350,2,0,0.9999463178882616
8,1,41,0,4681,2,1,0.9999463065538235
7,12,23,10,4960,0,3,0.9999463016474903
8,2,42,4,2173,2,3,0.9999462908406249
7,16,14,13,4150,4,7,0.9999462663473274
7,12,24,0,4085,0,0,0.9999462561854675
8,12,23,0,4027,0,1,0.9999462557542343
7,39,24,13,2294,0,0,0.9999462356374289
7,1,68,0,4264,1,0,0.9999462313377779
8,12,24,0,4152,0,1,0.9999462269368212
7,1,92,0,5922,3,1,0.9999462233836836
6,13,24,18,5629,0,2,0.9999462093821494
9,12,24,0,4262,0,7,0.999946197725863
7,12,24,0,4163,0,3,0.9999461452056563
8,11,22,8,4651,0,3,0.9999461434347274
6,12,24,18,5533,0,1,0.9999461327450783
7,12,22,8,4652,0,1,0.9999461202318143
8,1,23,18,4352,3,1,0.9999461064247298
8,4,23,18,4721,2,1,0.9999461041644421
7,13,23,7,4748,0,0,0.9999460929665304
7,1,24,0,2938,2,1,0.9999460698648102
6,1,21,28,4251,2,3,0.9999460630356068
6,2,30,28,1963,2,1,0.9999460600029922
9,24,22,8,5450,0,1,0.9999460358069723
5,2,30,0,1686,2,1,0.9999460325494811
6,1,23,18,4246,3,0,0.9999460191550056
7,2,30,28,1951,2,3,0.999945996010825
7,1,99,18,5194,1,1,0.9999459936271431
7,12,24,0,4134,0,1,0.9999459773934798
7,1,90,18,4642,1,3,0.9999459754834821
7,12,25,18,5749,4,3,0.9999459687948391
5,2,28,0,1562,2,1,0.9999459547021975
6,9,44,0,6073,4,3,0.9999459297924155
8,1,63,0,3846,2,1,0.9999458996945048
7,12,23,10,4929,0,0,0.9999458804728477
6,1,31,0,3635,1,1,0.9999458732502159
6,3,24,28,1834,2,3,0.9999458625369536
7,12,23,0,1178,0,3,0.9999458600019707
8,12,24,18,5665,4,3,0.9999458555185865
7,12,24,0,4116,0,0,0.9999458502325648
7,1,93,18,4820,1,2,0.9999458138538235
6,12,24,8,4932,0,3,0.9999457997058947
9,16,23,18,5861,0,1,0.9999457908752765
7,1,30,28,5700,2,1,0.9999457905120607
6,13,23,18,5483,0,0,0.9999457758001025
7,12,24,0,4123,0,0,0.9999457590528129
7,1,10,0,740,1,1,0.9999457066802827
6,12,23,8,4794,0,2,0.9999457044160384
8,25,23,0,4778,0,1,0.9999457041702108
7,25,24,0,4891,0,1,0.9999456275800386
6,38,11,18,3326,0,1,0.9999456253657245
7,59,24,10,5015,0,0,0.9999456192783012
6,1,67,0,4179,3,1,0.9999456152755878
7,50,24,4,5419,0,2,0.9999456018708521
7,12,24,0,4165,0,1,0.9999455745117883
