anime_id,name,genre,type,episodes,rating,mean_rating
6198,Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki&#039;s Case Files,"Comedy, Mystery, Police, Shounen",OVA,1,7.3,4.876436781609195
12623,Egomama,Music,Music,1,7.29,4.557377049180328
3231,Gunslinger Girl: Il Teatrino,"Action, Drama, Military, Sci-Fi",TV,13,7.3,5.930826057756883
3298,Hatenkou Yuugi,"Adventure, Comedy, Drama, Fantasy, Romance, Shoujo",TV,10,7.3,5.7856525496974935
1774,HeatGuy J Special,"Action, Adventure, Mecha, Police, Sci-Fi",Special,1,7.3,5.5479452054794525
31500,High School Fleet,"Action, Military, School",TV,12,7.3,6.016417910447761
1358,Hokuto no Ken Movie,"Adventure, Sci-Fi, Shounen",Movie,1,7.3,6.0568927789934355
2745,Jigoku Sensei Nube OVA,"Action, Comedy, Demons, Horror, School, Shounen, Supernatural",OVA,3,7.3,4.255813953488372
20505,Kimi to Boku,"Drama, Slice of Life",ONA,1,7.3,4.375
12175,Koi to Senkyo to Chocolate,"Drama, Romance, School",TV,12,7.3,5.98928352725046
4903,Kyou no 5 no 2 (TV),"Comedy, Ecchi, School, Seinen",TV,13,7.3,5.750805585392052
277,Mahoromatic 2,"Comedy, Drama, Ecchi, Military, Romance, Sci-Fi",TV,14,7.3,5.687447346251053
1017,Majutsushi Orphen,"Action, Adventure, Comedy, Demons, Fantasy, Magic",TV,24,7.3,5.776406035665295
10397,Mashiro-iro Symphony: The Color of Lovers,"Drama, Harem, Romance, School",TV,12,7.3,5.9816453621763355
16442,Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,"Action, Kids, Magic, Shoujo",Movie,1,7.3,4.477611940298507
1847,Rec: Yurusarezarumono,"Comedy, Drama, Romance",Special,1,7.3,5.765919282511211
16051,Ro-Kyu-Bu! SS,"Comedy, Ecchi, School, Sports",TV,12,7.3,5.869623655913978
34085,Sakura Nagashi,"Action, Drama, Mecha, Music, Sci-Fi",Music,1,7.29,4.588888888888889
31280,Selector Destructed WIXOSS Movie,"Game, Psychological",Movie,1,7.3,6.101123595505618
3000,Taiho Shichau zo: Full Throttle,"Action, Comedy, Police, Shounen",TV,23,7.3,4.958904109589041
11341,Tantei Opera Milky Holmes Dai 2 Maku,"Comedy, Mystery, Super Power",TV,12,7.3,5.718390804597701
6169,Tenjou-jin to Akuto-jin Saigo no Tatakai,"Action, Fantasy, Magic, Super Power, Supernatural",Movie,1,7.3,5.15311004784689
178,Ultra Maniac,"Comedy, Magic, Romance, School, Shoujo",TV,26,7.3,5.8482932996207335
1920,Urusei Yatsura Movie 1: Only You,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.3,5.355421686746988
1932,Yes! Precure 5,"Action, Fantasy, Magic, School, Shoujo",TV,49,7.3,5.028776978417266
23447,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.","Comedy, Drama, Romance, Sci-Fi, Slice of Life",Special,1,7.29,5.399219765929779
30205,Aoharu x Kikanjuu,"Action, Comedy, Shounen, Sports",TV,12,7.29,5.733447244767193
6164,Aoi Hana,"Romance, Shoujo Ai, Slice of Life",TV,11,7.29,5.829337094499294
1736,B&#039;T X Neo,"Action, Adventure, Shounen",OVA,14,7.29,5.546762589928058
2589,Black Cat Special,"Action, Comedy, Shounen",Special,1,7.29,5.226221079691516
4071,Black Jack (TV): Hizouban Specials,Adventure,Special,2,7.29,4.185185185185185
12079,Black★Rock Shooter,"Action, Music",Music,1,7.29,4.999446902654867
526,Boku no Chikyuu wo Mamotte,"Drama, Sci-Fi, Shoujo",OVA,6,7.29,6.012396694214876
21437,Buddy Complex,"Action, Mecha, Sci-Fi",TV,13,7.29,5.881856540084388
6460,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.29,4.63768115942029
5216,D.C.if: Da Capo if,"Drama, Harem, Magic, Romance",OVA,2,7.29,5.473867595818815
7081,Danball Senki,"Action, Kids, Mecha",TV,44,7.29,4.847222222222222
2123,Digimon X-Evolution,"Action, Adventure, Fantasy, Sci-Fi",Movie,1,7.29,5.326530612244898
2668,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,"Adventure, Comedy, Fantasy, Kids, Shounen, Space",Movie,1,7.29,3.95
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,"Comedy, Fantasy, Magic, Shoujo",Movie,1,7.29,5.03030303030303
652,Galaxy Angel Z,"Comedy, Sci-Fi",TV,9,7.29,5.773291925465839
395,Gantz 2nd Stage,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.29,6.045246038365304
1490,Ginga Tetsudou Monogatari,"Action, Adventure, Drama, Sci-Fi, Space",TV,26,7.29,5.638888888888889
8120,Gotou ni Naritai.,"Drama, School, Slice of Life",Movie,1,7.29,6.357142857142857
5041,Guin Saga,"Adventure, Fantasy",TV,26,7.29,6.011642949547219
1371,Hi no Tori,"Adventure, Drama, Historical, Sci-Fi, Supernatural",TV,13,7.29,6.521739130434782
1116,Junkers Come Here,"Drama, Slice of Life",Movie,1,7.29,6.551020408163265
26441,Junketsu no Maria,"Comedy, Fantasy, Historical, Magic, Seinen",TV,12,7.29,5.894356005788712
6954,Kara no Kyoukai: Shuushou,Mystery,Special,1,7.29,5.738172043010753
1556,Kikoushi Enma,"Demons, Ecchi, Fantasy, Horror, Magic, Seinen, Supernatural",OVA,4,7.29,5.993630573248407
2901,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,"Action, Comedy, Mystery, Police",Movie,1,7.29,6.545454545454546
5079,Kurokami The Animation,"Action, Martial Arts, Super Power",TV,23,7.29,5.85091475282211
10456,Kyoukaisenjou no Horizon,"Action, Fantasy",TV,13,7.29,6.014877789585547
1413,Lupin III: Alcatraz Connection,"Action, Adventure, Comedy, Shounen",Special,1,7.29,5.120967741935484
276,Mahoromatic: Automatic Maiden,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,7.29,5.822451317296678
352,Motto! Ojamajo Doremi,"Comedy, Fantasy, Magic, Shoujo",TV,50,7.29,4.727513227513228
6023,Nogizaka Haruka no Himitsu: Purezza,"Comedy, Ecchi, Romance",TV,12,7.29,5.79210861264319
2947,Ojamajo Doremi Sharp Movie,"Kids, Magic, Shoujo",Movie,1,7.29,5.139784946236559
2108,Rockman.EXE Axess,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,51,7.29,5.103015075376884
1362,Street Fighter II: The Movie,"Action, Martial Arts, Shounen",Movie,1,7.29,5.8478260869565215
1731,Tales of Symphonia The Animation: Sylvarant-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,4,7.29,5.768375540457073
3593,Utawarerumono OVA,"Action, Comedy, Fantasy",OVA,3,7.29,5.476510067114094
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"Comedy, School, Shounen, Slice of Life",TV,12,7.29,6.039422610383309
3692,Yes! Precure 5 GoGo!,"Action, Fantasy, Magic, School, Shoujo",TV,48,7.29,4.28169014084507
550,Yu☆Gi☆Oh!,"Action, Comedy, Fantasy, Game, Shounen",TV,27,7.29,5.387183508850549
8894,Yume-iro Pâtissière: Mune Kyun Tropical Island!,"Kids, School, Shoujo",Special,1,7.29,5.08300395256917
19759,Ansatsu Kyoushitsu,"Action, Comedy, Shounen",Special,1,7.28,5.042279411764706
1498,Black Blood Brothers,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",TV,12,7.28,5.8821115973741795
30711,Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e,"Action, Mecha, Military",Movie,1,7.28,5.75
974,Dead Leaves,"Adventure, Comedy, Psychological, Sci-Fi",Movie,1,7.28,6.027098831030818
24031,Denki-gai no Honya-san,"Comedy, Seinen, Slice of Life",TV,12,7.28,5.921743991056456
2222,Dr. Slump: Arale-chan,"Comedy, Sci-Fi, Shounen, Slice of Life",TV,243,7.28,5.3624161073825505
14829,Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Fantasy, Magic",TV,10,7.28,5.889970059880239
19159,Genshiken Nidaime OVA,"Comedy, Parody, Slice of Life",OVA,1,7.28,5.433021806853582
1140,Giniro no Kami no Agito,"Adventure, Drama, Fantasy, Romance, Sci-Fi",Movie,1,7.28,6.064402293780327
6463,Hoshi wo Katta Hi,"Kids, Sci-Fi",Movie,1,7.28,4.653846153846154
20457,"Inari, Konkon, Koi Iroha.","Comedy, Romance, School, Seinen, Supernatural",TV,10,7.28,5.76274328081557
2542,Lady Georgie,"Drama, Historical, Romance, Shoujo",TV,45,7.28,5.8192090395480225
189,Love Hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,7.28,5.95232746786472
1414,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,"Action, Adventure, Comedy, Shounen",Special,1,7.28,5.369230769230769
24455,Madan no Ou to Vanadis,"Adventure, Ecchi, Fantasy, Harem, Romance",TV,13,7.28,5.7742676622630675
2834,Miracle☆Girls,"Drama, Magic, Shoujo",TV,51,7.28,5.403846153846154
4134,Naruto Shippuuden: Shippuu! &quot;Konoha Gakuen&quot; Den,Comedy,Special,1,7.28,4.87015503875969
3111,Nasu: Suitcase no Wataridori,"Drama, Seinen, Sports",OVA,1,7.28,6.535714285714286
14293,Nerawareta Gakuen,"Romance, School, Sci-Fi",Movie,1,7.28,6.194371727748691
613,Onmyou Taisenki,"Adventure, Fantasy, Shounen, Supernatural",TV,52,7.28,4.908256880733945
12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,"Comedy, Romance, Slice of Life",Special,1,7.28,5.633495145631068
8133,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,"Action, Fantasy, Magic, Shoujo",Movie,1,7.28,4.747967479674797
28215,Saint Seiya: Soul of Gold,"Action, Adventure, Fantasy, Sci-Fi, Shounen",ONA,13,7.28,5.7216828478964405
23987,Sarusuberi: Miss Hokusai,"Drama, Historical, Supernatural",Movie,1,7.28,6.382978723404255
1108,Senkaiden Houshin Engi,"Adventure, Fantasy, Historical, Magic, Shounen, Supernatural",TV,26,7.28,5.733840304182509
1080,Sentou Yousei Yukikaze,"Action, Drama, Military, Psychological, Sci-Fi, Space",OVA,5,7.28,6.112391930835735
1531,Shakugan no Shana SP: Koi to Onsen no Kougai Gakushuu!,"Comedy, Ecchi, Fantasy, Romance, Slice of Life",OVA,1,7.28,5.705590062111801
4382,Suzumiya Haruhi no Yuuutsu (2009),"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,14,7.28,6.034469661000855
2747,Tetsuwan Atom,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,193,7.28,4.739726027397261
12695,Tight-rope,"Romance, Shounen Ai",OVA,2,7.28,5.06
5397,Usavich III,Comedy,TV,13,7.28,6.0588235294117645
6951,Yu☆Gi☆Oh!: Chou Yuugou! Toki wo Koeta Kizuna,"Adventure, Game, Shounen",Special,1,7.28,5.677454153182309
5196,Aria The Origination Picture Drama,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,7,7.27,5.926573426573427
369,Boogiepop wa Warawanai: Boogiepop Phantom,"Dementia, Drama, Horror, Mystery, Psychological, Supernatural",TV,12,7.27,5.741847826086956
2036,Cosmic Baton Girl Comet-san,"Adventure, Comedy, Drama, Magic, Sci-Fi",TV,43,7.27,5.083333333333333
1352,Cyber City Oedo 808,"Action, Adventure, Police, Sci-Fi",OVA,3,7.27,5.884726224783861
34349,Diamond no Ace: Second Season OVA,"Comedy, School, Shounen, Sports",OVA,2,7.25,2.4285714285714284
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.27,3.893617021276596
31201,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.27,7.0
10842,Fullmetal Alchemist: The Sacred Star of Milos Specials,"Comedy, Fantasy, Magic",ONA,4,7.27,4.539184952978056
1845,Gaiking: Legend of Daiku-Maryu,"Action, Mecha, Sci-Fi",TV,39,7.27,4.909090909090909
384,Gantz,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.27,6.076799297834992
2400,Ghost Sweeper GS Mikami,"Comedy, Supernatural",TV,45,7.27,5.493333333333333
2416,Grander Musashi RV,"Adventure, Sports",TV,39,7.27,4.5813953488372094
650,Gunsmith Cats,"Action, Comedy, Police, Seinen",OVA,3,7.27,5.6657142857142855
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,"Comedy, Parody, Sci-Fi",OVA,1,7.27,5.150470219435737
990,Kamisama Kazoku,"Comedy, Drama, Fantasy, Romance",TV,13,7.27,5.784493284493284
144,Kanon,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.27,5.7664851784634
1145,Kaze no Youjinbou,"Action, Drama, Mystery, Shounen",TV,25,7.27,5.8
1086,Kenran Butou Sai: The Mars Daybreak,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",TV,26,7.27,5.7315175097276265
3670,Kikou Souseiki Mospeada,"Action, Mecha, Military",TV,25,7.27,5.56989247311828
10152,Kimi ni Todoke 2nd Season: Kataomoi,"Romance, Shoujo",Special,1,7.27,5.122427983539095
4198,Koutetsu Jeeg,"Action, Demons, Mecha, Sci-Fi, Shounen",TV,46,7.27,4.333333333333333
17819,Kyoto Animation: Suiei-hen,Sports,Special,1,7.27,4.932249322493225
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,7.27,5.83625730994152
5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,"Adventure, Comedy, Shounen",Special,1,7.27,5.617977528089888
1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,"Drama, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,7.27,5.635627530364372
1941,Moonlight Mile 1st Season: Lift Off,"Adventure, Drama, Sci-Fi, Space",TV,12,7.27,6.240437158469946
10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1,7.27,4.853390348197923
31645,Persona 5 the Animation: The Day Breakers,"Action, Fantasy, Seinen, Supernatural",Special,1,7.27,5.73421926910299
27539,Pikmin Short Movies,"Fantasy, Kids",Movie,3,7.27,6.090909090909091
2283,Red Baron,"Action, Mecha, Sci-Fi, Shounen",TV,49,7.27,5.326530612244898
1236,SF Saiyuuki Starzinger,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,73,7.27,4.634146341463414
5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,"Action, Fantasy, Magic, Romance, Super Power",TV,9,7.27,5.8578680203045685
4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,"Action, Comedy, Police, Seinen",Special,1,7.27,5.10655737704918
1144,Tenchi Muyou! in Love 2: Haruka Naru Omoi,"Drama, Romance, Sci-Fi, Shounen",Movie,1,7.27,5.332784184514003
4705,Tengen Toppa Gurren Lagann: Parallel Works,Music,Music,8,7.27,5.303005686433794
22689,Terra Formars: Bugs 2-hen,"Action, Horror, Sci-Fi, Space",OVA,2,7.27,5.681044267877412
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,"Comedy, Historical, Romance, Shoujo",OVA,1,7.27,5.094972067039106
17699,Toriko Movie: Bishokushin no Special Menu,"Action, Adventure, Fantasy, Shounen",Movie,1,7.27,5.151785714285714
6567,Urusei Yatsura: The Shougaibutsu Suieitaikai,"Action, Comedy, Romance, School, Sci-Fi",Special,1,7.27,5.222222222222222
3738,Usavich II,"Adventure, Comedy",TV,13,7.27,6.221238938053097
30845,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,"Music, Shoujo",Movie,1,7.26,3.8947368421052633
2225,Alps no Shoujo Heidi,"Drama, Historical, Slice of Life",TV,52,7.26,5.242957746478873
10647,Ao no Exorcist: Ura Ex,"Action, Fantasy, Shounen, Supernatural",Special,10,7.26,4.958011049723757
2825,Arabian Nights: Sindbad no Bouken (TV),"Adventure, Fantasy, Magic, Romance",TV,52,7.26,5.7
31298,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,"Comedy, School",Special,6,7.27,4.4423076923076925
9645,Be-Bop Highschool,"Comedy, School, Seinen",OVA,7,7.26,3.7142857142857144
31417,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,"Comedy, Magic, School, Slice of Life",TV,12,7.26,5.298136645962733
8359,Crayon Shin-chan Movie 04: Henderland no Daibouken,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.26,4.293103448275862
4586,Daisuki! BuBu ChaCha,Kids,TV,26,7.26,5.510204081632653
2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,Fantasy,Movie,1,7.26,4.844444444444444
4798,Druaga no Tou: The Aegis of Uruk - Jil no Bouken,"Adventure, Fantasy",Special,1,7.26,5.5293132328308205
6361,ef: A Tale of Memories. - Prologue,"Drama, Music",Special,1,7.26,4.936708860759493
13183,Fate/Zero Remix,"Action, Fantasy, Supernatural",Special,2,7.26,4.597938144329897
380,Fushigi Yuugi OVA,"Adventure, Comedy, Fantasy, Historical, Romance, Shoujo",OVA,3,7.26,5.340522133938706
27567,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Comedy,Special,2,7.25,3.6153846153846154
243,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,7.26,5.7088479959667255
1016,Gunnm,"Drama, Mecha, Sci-Fi, Shounen",OVA,2,7.26,5.802913453299057
3299,H2O: Footprints in the Sand,"Harem, Romance, School",TV,12,7.26,6.000641848523748
9958,Hayate no Gotoku! Heaven Is a Place on Earth,"Comedy, Harem, Parody",Movie,1,7.26,5.80128794848206
23153,Hayate no Gotoku! OVA,"Comedy, Harem, Parody, Romance, Shounen",OVA,3,7.26,5.247126436781609
3946,Jarinko Chie,"Comedy, Drama, Slice of Life",Movie,1,7.26,5.619047619047619
2602,Kenkou Zenrakei Suieibu Umishou,"Comedy, Ecchi, School, Shounen, Sports",TV,13,7.26,5.8371541501976285
5717,Kiniro no Corda: Secondo Passo,"Harem, Music, School, Shoujo",Special,2,7.26,5.368148148148149
31610,Kyoukai no Rinne (TV) 2nd Season,"Comedy, Romance, School, Shounen, Supernatural",TV,25,7.26,5.788461538461538
631,Mahoromatic Summer Special,"Comedy, Ecchi, Romance, Sci-Fi",Special,1,7.26,5.506566604127579
629,Mahoutsukai Tai! OVA,"Comedy, Fantasy, Magic, Romance, Sci-Fi",OVA,6,7.26,5.73936170212766
14817,Mouretsu Pirates: Abyss of Hyperspace,"Sci-Fi, Space",Movie,1,7.26,5.396135265700483
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,"Action, Comedy, Parody",TV,51,7.26,5.648692810457517
19511,Naruto Shippuuden: Sunny Side Battle,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,1,7.26,4.671910112359551
4191,Popolocrois Monogatari,"Adventure, Fantasy",TV,25,7.26,5.628571428571429
15649,Puchimas!: Petit iDOLM@STER,"Comedy, Slice of Life",ONA,64,7.26,5.35
2110,Rockman.EXE Beast,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,25,7.26,5.518518518518518
3624,Seimei no Kagaku: Micro Patrol,Adventure,TV,26,7.26,5.545454545454546
22859,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,Comedy,Special,1,7.26,4.7935483870967746
33004,Tanaka-kun wa Kyou mo Kedaruge,"Comedy, School",Special,35,7.26,4.628571428571429
3044,Tetsuwan Atom (1980),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.26,4.751152073732719
2816,Toushou Daimos,"Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",TV,44,7.26,5.218884120171674
732,Vampire Hunter D,"Action, Horror, Sci-Fi, Supernatural, Vampire",Movie,1,7.26,5.78207583301417
394,Ai Yori Aoshi: Enishi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,12,7.25,5.65950490425035
14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Comedy, Romance, School, Seinen",OVA,1,7.25,5.612010796221322
9539,Cardfight!! Vanguard,"Action, Adventure, Demons, Game, Shounen",TV,65,7.25,5.5498533724340176
5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,"Comedy, Ecchi, Slice of Life",Special,9,7.25,5.124620060790273
1132,Digimon Frontier,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",TV,50,7.25,5.374505146476643
2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.25,4.392857142857143
2664,Doraemon Movie 19: Nobita no Nankai Daibouken,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.25,4.5777777777777775
5760,Dororo to Hyakkimaru,"Action, Adventure, Supernatural",TV,26,7.25,5.375
4246,Eureka Seven: Pocket ga Niji de Ippai,"Adventure, Mecha, Romance, Sci-Fi",Movie,1,7.25,5.777777777777778
1534,Futari wa Precure: Splash☆Star,"Action, Comedy, Fantasy, Magic, Shoujo",TV,49,7.25,4.920863309352518
12419,Guilty Crown Kiseki: Reassortment,"Action, Sci-Fi, Super Power",Special,1,7.25,5.078585461689587
13161,Hagure Yuusha no Aesthetica,"Action, Ecchi, Fantasy, Super Power",TV,12,7.25,5.778536085992151
11785,Haiyore! Nyaruko-san,"Comedy, Parody, Sci-Fi",TV,12,7.25,5.885925637531633
2264,Jungle Taitei Movie (1997),"Adventure, Fantasy",Movie,1,7.25,5.072916666666667
28869,Kaitou Joker 2nd Season,"Adventure, Comedy, Mystery, Shounen",TV,13,7.25,4.956521739130435
16033,Karneval,"Fantasy, Sci-Fi, Shoujo",OVA,1,7.25,3.804081632653061
2048,Kikou Ryohei Mellowlink,"Action, Mecha, Military, Sci-Fi",OVA,12,7.25,5.52808988764045
15359,Kyousou Giga (2012),"Action, Fantasy, Supernatural",ONA,5,7.25,5.4907120743034055
206,Lodoss-tou Senki: Eiyuu Kishi Den,"Action, Adventure, Drama, Fantasy, Magic, Romance",TV,27,7.25,5.836092715231788
1417,Lupin III: Moeyo Zantetsuken!,"Action, Adventure, Comedy, Shounen",Special,1,7.25,5.164634146341464
30014,Momokuri,"Comedy, Romance, Slice of Life",ONA,26,7.25,5.696113074204947
13409,Moyashimon Returns,"Comedy, School, Supernatural",TV,11,7.25,5.96
3305,Muteki Koujin Daitarn 3,"Mecha, Sci-Fi",TV,40,7.25,5.575
1732,Negima!? Natsu Special!?,"Comedy, Ecchi, Fantasy, Romance",OVA,1,7.25,5.234015345268542
459,One Piece Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.25,5.255297334244703
5440,Ougon Yuusha Goldran,"Action, Adventure, Fantasy, Mecha, Sci-Fi, Shounen",TV,48,7.25,5.285714285714286
1493,Project ARMS: The 2nd Chapter,"Action, Fantasy, Martial Arts, School, Super Power",TV,26,7.25,5.735099337748345
1538,Pumpkin Scissors,"Action, Comedy, Drama, Military",TV,24,7.25,5.916932907348243
23043,Re Boot,"Drama, Music, School, Slice of Life",Music,1,7.25,4.809523809523809
2543,Robin Hood no Daibouken,"Adventure, Historical, Romance",TV,52,7.25,5.4297872340425535
2109,Rockman.EXE Stream,"Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",TV,51,7.25,4.930555555555555
3868,Rose of Versailles Movie,"Drama, Historical, Romance, Shoujo",Movie,1,7.25,4.512820512820513
22359,Sanzoku no Musume Ronja,Adventure,TV,26,7.25,6.110429447852761
12823,Shakugan no Shana III (Final) Specials,"Comedy, Parody",Special,2,7.25,4.638392857142857
3221,Shakugan no Shana Movie Special,"Adventure, Comedy, Fantasy, Parody",Special,1,7.25,5.247090420769919
1823,Shin Hakkenden,"Action, Adventure, Martial Arts, Sci-Fi",TV,26,7.25,5.542553191489362
19211,Suisei no Gargantia Specials,"Action, Mecha, Sci-Fi",Special,2,7.24,5.431587837837838
8909,Tales of Symphonia The Animation: Tethe&#039;alla-hen Specials,Comedy,Special,4,7.25,4.608465608465608
1133,Tenchi Muyou! GXP,"Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",TV,26,7.25,5.510135135135135
6548,Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,"Ecchi, Music",Music,1,7.25,5.496097137901128
53,Ai Yori Aoshi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,24,7.24,5.802881466928619
7059,Black★Rock Shooter (OVA),"Action, Drama, School, Slice of Life",OVA,1,7.24,5.725455908068948
3460,Bosco Daibouken,"Adventure, Fantasy, Kids",TV,26,7.24,5.625
31145,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,"Comedy, Military",Special,1,7.24,4.113636363636363
1778,Dae Jang Geum: Jang Geum&#039;s Dream,"Adventure, Comedy, Historical",TV,26,7.24,5.0
12879,Dantalian no Shoka: Ibarahime,"Action, Historical, Mystery",OVA,1,7.24,5.435530085959885
898,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.24,5.055876180482686
6151,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,"Action, Fantasy, Super Power",OVA,1,7.24,5.548387096774194
1179,Gakuen Senki Muryou,"Adventure, Mecha, Sci-Fi, Shounen, Space, Supernatural",TV,26,7.24,5.46875
3219,Gakuen Utopia Manabi Straight! Special,"Comedy, School, Sci-Fi, Slice of Life",Special,1,7.24,5.597785977859779
6610,Ibara no Ou,"Action, Mystery, Sci-Fi, Thriller",Movie,1,7.24,6.101258581235698
3270,IGPX: Immortal Grand Prix (2005),"Drama, Mecha, Sci-Fi, Shounen, Sports",TV,13,7.24,5.387840670859539
3421,Kodomo no Omocha,"Comedy, Drama, School, Shoujo",OVA,1,7.24,4.079365079365079
911,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,"Adventure, Shounen, Supernatural",Movie,1,7.24,5.575757575757576
25143,"Kono Danshi, Sekika ni Nayandemasu.","Drama, School, Shounen Ai",OVA,1,7.24,5.471544715447155
690,Kyuuketsuhime Miyu (TV),"Action, Demons, Drama, Horror, Vampire",TV,26,7.24,5.628787878787879
1164,Mahou Senshi Louie,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,24,7.24,5.748322147651007
872,Mahou Shoujo-tai Arusu,"Adventure, Comedy, Fantasy, Magic",TV,40,7.24,5.741538461538462
17717,Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,"Action, Mecha, Military",Special,1,7.24,5.180451127819549
5343,Monkey Punch: Manga Katsudou Daishashin,"Action, Adventure, Comedy, Ecchi, Parody, Seinen",TV,12,7.24,6.631578947368421
8917,Mouretsu Pirates,"Sci-Fi, Space",TV,26,7.24,5.922406967537609
30771,Mudai,"Drama, Music, Romance, Slice of Life",Music,1,7.24,4.7272727272727275
11841,Qin Shiming Yue Zhi: Ye Jin Tianming,"Action, Fantasy, Historical, Martial Arts",TV,18,7.24,4.4
3363,RD Sennou Chousashitsu,"Action, Sci-Fi",TV,26,7.24,5.74375
4214,Rosario to Vampire Capu2,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",TV,13,7.24,5.87603305785124
