Score,Episodes,Duration_format,Genre_format,Producers_format,Studios_format,Name_format,Type_format,Source_format
7.85,12,24,18,23,5,695,0,2
5.55,4,27,18,68,15,696,3,3
6.55,1,23,18,152,304,697,4,2
7.34,1,25,18,35,27,698,4,2
7.92,1,92,18,142,71,699,2,2
8.21,1,110,18,142,71,700,2,2
5.0,35,25,18,35,355,701,0,2
5.74,5,4,18,153,50,702,1,2
6.74,48,24,18,154,112,703,0,3
7.21,1,97,18,52,35,704,2,0
7.04,65,24,18,2,90,705,0,3
5.0,38,24,18,82,202,706,0,3
6.55,2,32,18,155,2,707,3,2
6.48,13,24,18,16,51,708,0,2
6.09,2,20,18,22,15,709,4,2
6.45,24,24,18,156,150,710,0,2
8.15,1,102,18,39,36,711,2,2
6.13,26,24,18,12,170,712,0,3
7.19,2,26,18,94,198,713,3,2
6.53,39,24,18,35,112,714,0,2
7.44,12,23,18,19,13,715,0,3
5.59,1,3,18,157,202,716,4,0
7.29,1,92,18,19,4,717,2,2
6.39,35,23,18,45,112,718,0,2
6.61,24,24,18,2,41,719,0,3
8.03,12,24,18,19,42,720,0,1
6.87,12,24,18,6,310,721,0,0
6.84,26,24,18,12,7,722,0,3
7.4,1,57,18,90,43,723,3,2
8.56,1,114,18,148,6,724,2,1
7.9,1,46,18,148,6,725,2,1
5.93,12,24,18,52,482,726,0,2
5.39,2,30,18,42,32,727,3,2
6.68,39,23,18,158,112,728,0,3
6.8,12,23,18,34,14,729,0,1
7.77,1,111,18,11,2,730,2,3
5.76,26,24,18,2,202,731,0,3
7.01,46,22,18,17,112,732,0,2
6.78,12,24,18,34,15,733,0,2
7.42,11,23,18,66,25,734,0,3
7.83,1,51,18,90,310,735,2,2
7.35,24,24,18,159,304,736,0,1
6.37,50,25,18,12,112,737,0,2
7.04,13,24,18,48,198,738,0,2
7.04,1,93,18,19,85,739,2,2
6.91,12,24,18,2,95,740,0,1
6.58,23,23,18,160,25,741,0,3
6.79,24,23,18,19,13,742,0,1
5.91,1,23,18,43,96,743,4,2
7.01,2,23,18,80,38,744,3,2
7.85,5,24,18,19,24,745,3,2
7.64,12,23,18,11,50,746,0,2
6.18,12,24,18,34,15,747,0,2
7.53,24,23,18,49,5,748,0,2
8.22,12,28,18,19,6,749,0,1
7.81,12,24,18,48,4,750,0,2
7.27,20,24,18,69,25,751,0,2
7.44,24,23,18,34,18,752,0,1
6.94,1,1,18,2,202,753,4,2
6.41,12,24,18,11,54,754,0,1
7.29,12,24,18,23,482,755,0,2
7.62,1,117,18,7,202,756,3,3
4.87,1,3,18,131,93,757,5,5
7.24,13,24,18,16,78,758,0,2
7.29,12,24,18,11,93,759,0,2
5.0,50,24,18,2,202,760,0,3
8.57,1,125,18,19,45,761,2,3
6.15,1,16,18,2,202,762,4,2
7.14,13,24,18,65,41,763,0,2
8.4,24,23,18,9,482,764,0,2
6.09,13,24,18,31,17,765,0,0
5.98,2,50,18,63,36,766,3,2
6.69,48,23,18,51,202,767,0,2
3.6,5,7,18,161,200,768,1,0
7.41,24,24,18,82,22,769,0,3
7.69,26,24,18,19,7,770,1,3
7.38,2,53,18,7,93,771,3,3
8.11,25,24,18,26,202,772,0,3
5.0,1,31,18,28,4,773,2,2
6.24,4,29,18,14,270,774,3,2
7.58,73,23,18,43,112,775,0,2
6.33,52,25,18,162,97,776,0,1
7.31,2,26,18,163,202,777,4,3
6.2,1,3,18,7,18,778,4,3
7.62,1,87,18,19,13,779,2,0
7.27,25,25,18,12,202,780,0,3
5.0,26,25,18,43,112,781,0,2
6.52,28,25,18,35,36,782,0,2
5.97,163,25,18,35,36,783,0,2
7.65,1,80,18,14,9,784,3,2
4.31,1,30,18,83,98,785,3,0
5.0,1,24,18,10,20,786,2,3
7.59,1,96,18,10,20,787,2,3
8.35,1,112,18,10,20,788,2,3
8.07,1,59,18,148,6,789,2,1
7.84,1,61,18,148,6,790,2,1
7.77,12,24,18,9,1,791,0,2
6.13,13,24,18,164,39,792,0,2
7.44,1,105,18,2,72,793,2,2
5.85,1,33,18,115,25,794,2,2
7.88,1,105,18,2,72,795,2,2
7.73,1,82,18,27,362,796,2,1
7.4,12,23,18,11,87,797,0,2
7.47,3,23,18,165,12,798,3,2
6.44,6,30,18,18,71,799,3,2
6.25,39,24,18,43,112,800,0,3
6.9,12,23,18,10,12,801,0,1
7.62,25,24,18,101,27,802,0,1
6.5,24,23,18,10,2,803,0,3
6.82,13,24,18,9,140,804,0,2
6.09,12,24,18,131,293,805,0,1
5.0,1,45,18,28,18,806,3,2
5.14,4,5,18,166,99,807,1,3
6.98,6,12,18,167,482,808,3,2
7.85,22,22,18,35,87,809,0,3
6.54,26,22,18,31,355,810,0,2
6.6,26,12,18,18,52,811,1,1
5.57,1,48,18,115,25,812,3,2
6.65,39,20,18,12,57,813,0,0
6.48,26,25,18,7,7,814,0,3
7.54,50,24,18,12,401,815,0,2
6.93,1,96,18,69,270,816,2,0
7.89,24,24,18,19,13,817,0,2
7.64,1,118,18,66,34,818,2,2
7.74,1,2,18,66,34,819,2,2
6.45,50,25,18,35,25,820,0,3
5.0,1,42,18,164,482,821,3,3
6.27,1,44,18,28,18,822,3,2
6.76,1,130,18,32,2,823,4,3
7.42,154,24,18,21,214,824,0,2
6.64,1,128,18,2,202,825,2,2
6.51,1,128,18,2,202,826,2,2
6.79,1,72,18,2,198,827,2,2
7.37,3,28,18,10,12,828,3,3
6.4,12,23,18,62,95,829,0,1
6.89,1,110,18,28,403,830,2,1
7.52,12,23,18,6,46,831,0,2
6.37,52,25,18,26,112,832,0,2
7.79,25,25,18,12,202,833,0,3
6.44,11,24,18,19,13,834,0,3
6.64,12,23,18,29,95,835,0,2
6.74,12,24,18,34,87,836,0,1
7.78,1,62,18,9,198,837,2,2
7.22,1,93,18,7,83,838,4,3
7.78,10,25,18,78,112,839,0,3
6.03,12,24,18,31,482,840,0,1
7.69,12,24,18,10,1,841,0,2
6.73,1,6,18,20,50,842,3,3
7.33,26,20,18,168,36,843,0,1
6.71,13,24,18,6,90,844,0,2
5.86,51,24,18,12,4,845,0,0
7.23,1,98,18,48,482,846,2,2
7.17,26,26,18,35,355,847,0,2
7.25,1,70,18,129,112,848,2,3
6.61,1,101,18,19,13,849,4,1
6.3,30,24,18,78,202,850,0,0
7.1,1,12,18,23,18,851,4,2
8.01,26,24,18,22,140,852,0,1
6.19,12,24,18,29,15,853,0,3
7.06,56,25,18,17,112,854,0,2
7.83,11,23,18,66,93,855,0,3
7.34,4,15,18,48,44,856,3,2
7.14,1,24,18,66,34,857,4,2
7.62,1,110,18,7,93,858,2,0
7.63,4,29,18,145,26,859,3,2
5.0,78,1,18,169,100,860,1,2
4.73,65,6,18,170,101,861,0,3
7.32,12,24,18,10,76,862,0,3
6.34,48,24,18,35,25,863,0,2
7.45,1,111,18,27,31,864,2,3
6.82,12,23,18,58,9,865,0,2
7.66,13,24,18,11,27,866,0,2
8.16,7,62,18,7,202,867,3,1
8.28,25,25,18,19,13,868,0,2
7.42,1,5,18,20,362,869,4,1
7.31,1,2,18,7,202,870,2,3
7.01,1,22,18,171,92,871,1,2
6.38,15,30,18,55,18,872,3,2
6.49,1,11,18,75,102,873,1,0
6.47,32,40,18,55,18,874,3,2
7.14,24,24,18,18,12,875,0,1
7.3,12,24,18,19,202,876,0,3
7.72,24,24,18,18,18,877,0,2
7.83,3,23,18,29,34,878,3,2
5.52,2,28,18,28,18,879,3,2
8.0,13,24,18,61,90,880,3,2
7.13,1,28,18,49,13,881,3,1
6.13,12,24,18,11,150,882,0,0
6.48,25,24,18,73,27,883,0,2
7.4,12,24,18,2,72,884,0,2
6.22,27,23,18,35,112,885,0,3
6.38,12,23,18,11,32,886,0,1
6.47,2,15,18,11,270,887,4,2
7.24,25,23,18,172,27,888,0,2
7.62,26,24,18,19,13,889,0,0
6.74,12,23,18,52,76,890,0,3
6.76,6,5,18,18,10,891,4,1
5.42,1,80,18,41,3,892,2,3
7.17,13,24,18,11,202,893,0,3
7.17,23,23,18,7,202,894,0,2
7.32,48,24,18,51,202,895,0,3
7.66,1,98,18,19,13,896,2,0
5.74,1,88,18,18,32,897,2,2
6.88,12,24,18,62,95,898,0,0
6.93,12,23,18,52,482,899,0,2
7.32,12,24,18,16,78,900,0,2
7.11,13,24,18,149,164,901,0,2
7.43,13,23,18,16,41,902,0,3
7.74,1,113,18,66,93,903,2,3
8.02,1,100,18,101,2,904,2,2
5.71,1,1,18,11,69,905,1,2
6.63,26,25,18,35,162,906,0,2
6.26,73,25,18,45,25,907,0,3
4.66,5,30,18,11,15,908,3,2
7.53,24,24,18,65,482,909,0,2
6.42,25,24,18,66,7,910,0,3
8.13,2,29,18,9,93,911,3,2
5.53,12,25,18,7,27,912,0,3
5.33,2,44,18,18,71,913,3,2
5.45,4,27,18,173,4,914,3,3
6.79,33,24,18,2,90,915,0,3
8.05,5,33,18,23,482,916,3,2
6.79,148,24,18,12,214,917,0,2
7.67,12,24,18,174,22,918,0,0
5.98,3,40,18,63,45,919,3,2
6.44,25,24,18,38,202,920,0,3
7.71,26,23,18,11,103,921,0,2
8.24,1,111,18,39,36,922,2,2
6.82,48,24,18,51,202,923,0,3
6.72,51,23,18,72,202,924,0,3
6.63,1,89,18,29,17,925,2,0
6.26,1,65,18,175,71,926,3,0
7.27,13,23,18,11,69,927,0,1
7.39,12,23,18,18,93,928,0,0
6.95,13,24,18,12,47,929,0,1
7.53,26,23,18,19,482,930,0,1
6.41,26,24,18,170,112,931,0,2
7.17,13,24,18,34,83,932,0,1
5.17,4,8,18,11,15,933,4,3
6.16,50,24,18,17,112,934,0,2
5.8,1,1,18,143,202,935,4,3
6.51,1,80,18,87,25,936,3,2
5.74,6,4,18,18,15,937,4,2
5.91,51,22,18,12,112,938,0,2
7.3,26,23,18,6,482,939,0,2
7.07,24,23,18,143,17,940,0,1
8.44,1,121,18,148,6,941,2,1
7.53,1,59,18,148,6,942,2,1
7.11,39,23,18,176,87,943,0,2
7.07,12,23,18,11,18,944,0,2
6.69,24,24,18,11,41,945,0,2
5.95,1,100,18,31,482,946,2,1
8.12,24,24,18,10,44,947,0,2
6.92,15,34,18,29,4,948,3,3
7.46,1,102,18,19,4,949,2,2
7.39,13,23,18,50,482,950,0,3
6.33,12,24,18,48,4,951,0,2
6.03,13,24,18,48,80,952,0,2
4.65,12,23,18,2,17,953,0,0
7.18,1,22,18,48,104,954,3,2
6.27,1,90,18,115,1,955,2,3
8.03,12,26,18,108,262,956,1,1
8.0,3,28,18,177,105,957,1,3
5.46,12,23,18,2,482,958,0,0
8.2,12,23,18,48,104,959,0,2
5.48,12,23,18,104,27,960,0,5
8.61,39,23,18,10,44,961,0,2
5.0,12,24,18,56,93,962,1,3
6.18,12,23,18,2,41,963,0,1
8.62,26,23,18,19,6,964,0,2
8.17,12,23,18,11,7,965,0,2
8.04,21,23,18,43,112,966,0,2
7.32,12,23,18,178,44,967,0,3
6.34,1,97,18,179,5837,968,2,0
6.61,63,10,18,179,106,969,1,0
6.49,12,23,18,35,49,970,0,3
6.99,13,23,18,19,396,971,0,2
6.64,1,90,18,2,202,972,2,1
5.38,12,23,18,34,107,973,0,1
7.51,1,103,18,19,13,974,2,3
7.74,1,67,18,66,93,975,2,3
7.09,36,24,18,118,108,976,0,2
7.04,1,2,18,58,7,977,2,3
7.08,10,26,18,18,109,978,3,1
6.77,1,90,18,180,28,979,2,3
6.53,1,23,18,19,13,980,4,1
5.54,13,23,18,18,51,981,0,3
7.08,1,80,18,18,25,982,2,1
8.19,24,24,18,181,22,983,0,2
8.71,24,24,18,66,34,984,0,2
6.09,10,24,18,11,18,985,0,0
6.47,12,23,18,29,110,986,0,3
7.04,12,23,18,2,69,987,0,3
5.78,13,23,18,11,27,988,0,1
7.23,12,23,18,18,18,989,0,3
5.77,12,24,18,31,27,990,0,0
7.15,26,25,18,69,32,991,0,2
6.6,12,24,18,182,111,992,0,0
6.91,3,18,18,66,112,993,2,3
6.29,1,23,18,34,88,994,4,3
7.95,13,23,18,178,482,995,0,1
7.95,21,23,18,19,113,996,0,0
7.48,1,1,18,66,93,997,2,3
6.8,1,89,18,19,55,998,2,0
6.07,6,29,18,133,32,999,3,3
7.08,1,92,18,133,32,1000,2,3
6.86,1,90,18,133,32,1001,2,3
7.43,12,19,18,183,62,1002,1,1
8.34,13,24,18,29,9,1003,0,1
7.35,24,23,18,58,7,1004,0,3
7.25,49,24,18,43,112,1005,0,3
7.11,26,24,18,58,41,1006,0,3
6.38,1,22,18,11,18,1007,4,0
6.66,12,23,18,11,310,1008,0,3
9.1,10,23,18,66,34,1009,0,2
6.32,15,24,18,2,4,1010,1,3
8.45,26,25,18,7,93,1011,0,2
6.6,1,13,18,49,41,1012,1,0
7.68,24,23,18,9,44,1013,0,2
5.0,16,21,18,108,114,1014,1,3
6.15,26,10,18,74,202,1015,1,0
6.73,25,23,18,71,164,1016,0,3
6.59,13,20,18,18,6,1017,0,2
7.22,26,19,18,108,115,1018,1,1
6.54,3,30,18,24,116,1019,3,1
7.3,11,26,18,19,117,1020,0,2
7.58,12,24,18,108,62,1021,1,1
6.13,3,45,18,125,32,1022,3,3
6.72,16,15,18,108,118,1023,1,2
7.53,26,24,18,7,202,1024,0,3
7.35,1,126,18,184,202,1025,2,3
5.0,1,17,18,31,270,1026,1,2
7.4,1,51,18,16,93,1027,4,3
6.0,12,24,18,11,12,1028,0,0
7.09,12,20,18,108,62,1029,1,1
6.78,1,103,18,27,75,1030,2,2
7.89,1,102,18,18,482,1031,2,1
6.35,13,24,18,11,18,1032,0,0
5.27,2,28,18,89,27,1033,3,0
7.07,1,94,18,185,71,1034,2,2
6.86,12,24,18,186,119,1035,0,3
6.28,12,23,18,2,120,1036,0,0
6.16,20,14,18,82,121,1037,1,0
6.33,3,30,18,34,15,1038,3,2
7.65,40,7,18,177,122,1039,1,1
6.06,1,80,18,20,75,1040,2,2
5.0,12,24,18,187,60,1041,0,3
8.43,8,24,18,108,262,1042,1,1
5.31,1,21,18,179,111,1043,1,0
8.25,25,24,18,18,18,1044,0,2
5.0,1,24,18,19,93,1045,2,0
5.55,1,42,18,188,32,1046,3,3
7.12,1,1,18,66,93,1047,2,3
6.13,12,22,18,35,225,1048,1,3
5.34,1,23,18,22,9,1049,4,1
6.78,76,24,18,31,270,1050,0,2
7.92,13,24,18,9,90,1051,0,3
7.72,49,24,18,129,112,1052,0,3
6.55,1,90,18,175,37,1053,2,0
7.68,13,25,18,7,11,1054,3,2
7.0,50,24,18,66,103,1055,0,2
7.37,47,23,18,12,227,1056,0,2
7.6,26,25,18,101,140,1057,0,2
7.71,42,25,18,3,112,1058,0,2
7.99,109,25,18,35,112,1059,0,2
5.69,12,22,18,302,1,1060,1,2
7.17,25,24,18,7,41,1061,0,3
6.6,1,93,18,76,105,1062,2,3
6.94,1,59,18,34,14,1063,3,1
7.26,11,22,18,66,7,1064,0,2
7.76,1,2,18,66,34,1065,2,2
5.0,24,15,18,108,115,1066,1,2
7.06,4,27,18,7,11,1067,3,2
6.6,1,66,18,7,45,1068,3,2
8.45,24,22,18,19,22,1069,0,2
6.2,20,24,18,26,95,1070,0,1
6.03,6,28,18,22,9,1071,1,1
6.53,12,24,18,80,4,1072,0,2
6.5,1,100,18,178,85,1073,2,3
6.24,1,90,18,29,25,1074,2,2
5.41,3,26,18,24,304,1075,3,2
6.72,2,50,18,18,482,1076,3,2
4.5,10,5,18,189,123,1077,0,0
6.69,15,16,18,104,124,1078,1,5
6.13,12,24,18,31,10,1079,0,1
8.27,1,87,18,7,482,1080,2,3
7.97,4,25,18,27,93,1081,2,1
8.09,4,25,18,27,93,1082,2,1
8.22,4,25,18,27,93,1083,2,1
6.76,26,23,18,18,18,1084,0,1
6.87,2,30,18,190,71,1085,3,2
5.69,26,14,18,108,262,1086,0,0
6.91,3,30,18,19,482,1087,3,1
6.57,13,24,18,19,482,1088,0,1
5.3,12,23,18,191,125,1089,0,0
7.57,24,24,18,19,13,1090,0,1
7.07,12,23,18,19,28,1091,0,1
6.36,6,3,18,11,8,1092,4,3
5.35,12,23,18,11,126,1093,0,1
6.33,26,22,18,104,127,1094,1,5
6.38,11,23,18,35,331,1095,1,0
7.27,24,24,18,192,17,1096,0,2
6.68,1,101,18,115,1,1097,2,3
6.95,12,20,18,108,62,1098,1,1
6.87,21,24,18,101,10,1099,0,2
7.33,2,27,18,35,3,1100,3,2
7.57,1,52,18,35,3,1101,3,2
8.5,15,24,18,108,262,1102,1,1
6.97,12,24,18,29,24,1103,0,3
6.54,12,23,18,193,107,1104,0,0
5.0,2,4,18,49,202,1105,1,0
7.36,1,65,18,48,93,1106,2,2
7.06,12,19,18,108,62,1107,1,1
6.31,25,24,18,12,202,1108,0,3
7.33,1,35,18,18,93,1109,2,2
8.54,26,25,18,7,93,1110,0,2
6.5,24,22,18,178,128,1111,0,2
6.14,1,2,18,55,202,1112,2,2
7.46,12,23,18,34,5,1113,0,1
5.12,12,24,18,114,64,1114,0,0
6.13,12,22,18,302,1,1115,1,2
8.4,10,50,18,23,482,1116,3,2
7.54,11,22,18,19,22,1117,0,3
6.43,1,117,18,62,41,1118,2,0
5.99,12,24,18,29,11,1119,0,0
7.85,26,20,18,108,48,1120,1,1
8.31,3,27,18,108,104,1121,1,1
7.08,1,46,18,64,32,1122,3,2
6.03,12,23,18,29,41,1123,0,0
6.17,1,82,18,82,108,1124,2,3
6.0,1,40,18,179,72,1125,1,3
6.75,13,23,18,66,93,1126,1,2
8.05,12,24,18,23,482,1127,0,2
6.4,12,24,18,7,2,1128,0,2
6.52,13,23,18,34,5,1129,0,1
6.88,1,85,18,39,129,1130,2,2
7.7,1,96,18,48,7,1131,2,2
7.35,26,23,18,12,202,1132,0,3
7.47,12,23,18,29,91,1133,1,5
7.07,29,24,18,194,25,1134,0,0
7.61,42,16,18,108,48,1135,1,2
7.42,52,22,18,12,44,1136,0,2
8.1,1,100,18,48,112,1137,2,2
6.19,1,2,18,90,102,1138,4,2
5.98,12,15,18,195,130,1139,1,1
7.67,26,23,18,11,270,1140,0,1
5.0,1,1,18,196,22,1141,3,2
8.28,1,98,18,197,79,1142,2,1
7.05,49,24,18,7,202,1143,0,1
7.07,6,27,18,7,87,1144,3,3
6.19,12,23,18,67,131,1145,0,1
5.3,12,23,18,178,64,1146,0,0
6.86,12,24,18,7,18,1147,0,2
7.1,160,8,18,108,122,1148,1,1
7.75,12,23,18,174,4,1149,0,3
7.18,3,21,18,48,132,1150,2,2
5.71,1,26,18,198,133,1151,1,0
7.16,24,24,18,12,27,1152,0,2
8.42,62,23,18,35,36,1153,0,2
5.0,1,24,18,179,92,1154,2,0
7.42,13,24,18,35,482,1155,0,2
7.66,50,24,18,19,93,1156,0,3
7.38,12,25,18,108,62,1157,1,1
5.0,12,20,18,177,134,1158,1,3
7.57,13,23,18,19,198,1159,0,2
5.0,3,24,18,155,93,1160,2,3
6.82,12,20,18,108,62,1161,1,1
6.47,12,24,18,191,135,1162,0,1
7.38,26,23,18,16,2,1163,0,3
7.68,1,2,18,66,34,1164,2,2
6.55,1,4,18,179,482,1165,5,0
5.0,12,17,18,195,136,1166,1,1
6.22,11,23,18,11,27,1167,0,1
7.28,24,23,18,43,17,1168,0,3
8.06,45,25,18,199,4,1169,0,1
6.59,1,97,18,18,482,1170,2,2
5.81,24,23,18,19,108,1171,0,3
7.2,4,19,18,108,115,1172,1,1
7.89,1,105,18,14,27,1173,2,2
8.12,13,23,18,35,3,1174,0,2
8.29,26,25,18,35,214,1175,0,2
6.37,12,23,18,149,112,1176,0,0
7.42,13,22,18,66,17,1177,0,3
7.21,13,22,18,66,17,1178,0,3
5.0,22,15,18,108,118,1179,1,2
7.55,26,25,18,9,140,1180,0,2
6.63,26,25,18,70,4,1181,0,2
7.5,17,18,18,177,137,1182,1,1
6.91,12,24,18,18,18,1183,0,1
7.38,26,24,18,45,202,1184,0,3
5.0,1,2,18,200,132,1185,1,0
7.42,26,23,18,35,7,1186,0,3
8.72,1,135,18,38,424,1187,2,3
6.83,13,23,18,201,93,1188,0,5
6.48,12,24,18,19,13,1189,0,3
6.45,12,23,18,11,138,1190,0,2
7.43,24,24,18,7,482,1191,0,2
7.11,64,7,18,108,122,1192,1,1
7.78,24,24,18,26,44,1193,0,2
7.35,6,30,18,177,139,1194,1,3
7.7,50,24,18,2,202,1195,0,3
6.59,1,11,18,202,140,1196,1,3
5.0,16,28,18,108,141,1197,1,1
8.17,1,124,18,9,36,1198,2,2
5.87,1,24,18,19,13,1199,4,3
8.73,4,30,18,19,27,1200,3,2
8.29,1,82,18,7,93,1201,2,2
8.49,25,25,18,6,270,1202,0,2
5.0,52,24,18,108,142,1203,1,1
8.32,26,24,18,12,25,1204,0,3
6.31,3,30,18,11,334,1205,3,2
7.51,26,24,18,31,27,1206,0,2
5.0,1,3,18,89,143,1207,5,3
5.0,22,24,18,108,115,1208,1,1
8.15,24,27,18,69,9,1209,0,2
5.0,60,24,18,108,144,1210,1,2
5.0,40,7,18,195,122,1211,1,1
5.0,1,24,18,62,41,1212,2,3
7.27,26,25,18,12,202,1213,0,3
5.0,16,20,18,104,127,1214,1,2
8.39,1,115,18,7,7,1215,2,3
7.76,22,23,18,35,482,1216,0,3
6.64,12,24,18,9,145,1217,1,2
7.1,1,105,18,26,35,1218,2,2
6.53,26,22,18,19,140,1219,0,0
7.22,50,24,18,2,202,1220,0,3
7.79,50,24,18,2,202,1221,0,3
7.76,3,30,18,7,202,1222,3,3
7.72,49,24,18,43,202,1223,0,3
5.0,16,20,18,108,114,1224,1,3
5.0,12,24,18,128,83,1225,0,3
7.78,43,25,18,2,202,1226,0,3
6.36,1,20,18,178,79,1227,1,3
5.0,1,4,18,179,102,1228,5,3
5.0,26,23,18,203,146,1229,0,3
7.3,25,24,18,70,2,1230,0,3
5.0,26,23,18,203,146,1231,0,3
7.96,13,24,18,20,362,1232,0,1
6.21,1,23,18,146,113,1233,1,0
6.35,25,24,18,7,202,1234,0,3
5.51,13,23,18,67,51,1235,0,2
7.58,24,24,18,9,17,1236,0,2
6.99,48,8,18,108,122,1237,1,5
5.0,1,54,18,179,111,1238,1,0
7.66,24,23,18,11,17,1239,0,2
5.0,13,24,18,115,7,1240,0,3
7.82,26,24,18,70,17,1241,0,3
5.71,1,23,18,75,17,1242,4,0
7.55,13,24,18,2,140,1243,1,3
7.35,24,23,18,43,17,1244,0,3
6.89,12,24,18,34,482,1245,0,2
8.08,1,104,18,18,7,1246,2,2
6.03,12,23,18,11,147,1247,0,3
6.3,2,30,18,19,507,1248,3,2
7.34,24,24,18,10,27,1249,0,1
7.51,24,24,18,65,18,1250,0,1
7.19,1,85,18,204,5,1251,2,1
7.63,12,23,18,19,13,1252,0,1
5.57,50,24,18,119,90,1253,0,3
6.55,25,23,18,29,17,1254,0,0
6.66,22,24,18,19,140,1255,0,0
7.59,26,23,18,12,399,1256,0,2
6.41,24,24,18,12,27,1257,0,2
7.36,24,23,18,29,198,1258,1,2
6.39,12,23,18,18,69,1259,0,3
5.0,13,23,18,56,93,1260,1,2
6.92,1,10,18,179,52,1261,1,3
6.56,2,26,18,123,15,1262,3,3
9.17,16,23,18,66,22,1263,0,2
6.5,1,84,18,205,75,1264,2,2
7.34,6,30,18,177,139,1265,1,3
7.54,8,45,18,66,93,1266,0,3
7.02,13,23,18,9,148,1267,0,2
7.63,21,24,18,206,10,1268,0,2
2.18,12,23,18,48,149,1269,0,2
5.7,12,24,18,31,27,1270,0,0
6.89,26,26,18,177,127,1271,1,1
6.51,12,23,18,34,27,1272,0,3
6.47,26,24,18,67,216,1273,0,0
6.74,3,23,18,48,44,1274,4,2
7.28,26,24,18,44,84,1275,0,3
7.33,1,25,18,49,482,1276,4,0
7.39,12,25,18,108,141,1277,1,1
7.26,1,2,18,7,202,1278,4,1
7.7,2,37,18,7,202,1279,3,1
7.84,10,25,18,7,202,1280,0,1
7.72,13,25,18,7,202,1281,0,1
7.08,13,23,18,35,17,1282,0,2
5.81,12,23,18,18,69,1283,0,3
7.31,3,25,18,108,141,1284,1,1
7.42,6,30,18,65,25,1285,3,3
6.41,12,23,18,9,22,1286,0,2
6.03,12,24,18,12,93,1287,0,3
7.05,13,22,18,35,17,1288,0,2
6.15,2,27,18,179,150,1289,2,2
7.48,12,23,18,34,79,1290,0,3
8.46,12,23,18,74,104,1291,0,2
7.45,12,22,18,18,52,1292,1,3
7.0,3,25,18,155,93,1293,2,3
6.54,12,23,18,29,12,1294,0,1
6.88,45,24,18,78,112,1295,0,3
8.33,11,25,18,177,420,1296,1,1
7.46,52,8,18,177,122,1297,1,1
7.24,13,20,18,177,48,1298,1,1
8.54,24,23,18,48,22,1299,0,2
6.59,3,23,18,19,113,1300,4,0
7.36,42,23,18,35,4,1301,0,2
5.87,12,23,18,146,296,1302,0,0
6.75,13,24,18,19,13,1303,0,2
7.56,13,25,18,22,15,1304,0,2
7.88,3,46,18,66,93,1305,2,3
6.55,2,30,18,22,64,1306,3,0
8.09,13,23,18,43,112,1307,0,2
7.56,12,23,18,11,279,1308,0,2
7.67,3,33,18,19,27,1309,3,1
7.4,13,25,18,31,482,1310,3,1
7.16,27,24,18,20,32,1311,0,1
7.28,48,7,18,108,122,1312,1,5
7.82,26,23,18,7,7,1313,0,3
6.08,9,14,18,74,32,1314,1,0
7.42,11,24,18,19,13,1315,0,1
7.45,40,23,18,43,202,1316,0,3
7.05,12,23,18,34,482,1317,0,2
7.34,13,23,18,19,12,1318,0,1
6.77,4,30,18,7,112,1319,3,2
6.57,9,24,18,2,4,1320,1,3
5.38,12,24,18,26,22,1321,0,3
7.03,13,24,18,2,140,1322,1,3
7.21,1,27,18,19,113,1323,4,0
7.66,13,23,18,75,310,1324,0,5
7.69,13,26,18,7,202,1325,0,1
6.47,12,24,18,56,41,1326,1,2
7.44,24,25,18,207,194,1327,0,2
7.72,12,23,18,29,91,1328,1,5
7.03,12,25,18,43,194,1329,0,2
7.3,50,23,18,19,90,1330,0,2
7.05,1,10,18,179,52,1331,1,3
8.72,1,117,18,19,6,1332,2,2
7.22,24,23,18,86,17,1333,0,3
7.31,26,24,18,8,140,1334,0,3
7.5,13,23,18,35,17,1335,0,2
7.05,12,25,18,74,109,1336,3,1
6.89,1,26,18,18,109,1337,3,1
7.87,26,25,18,82,482,1338,0,0
6.75,1,24,18,19,13,1339,4,1
7.31,13,23,18,19,32,1340,0,1
7.41,5,11,18,208,71,1341,3,3
6.06,13,24,18,12,27,1342,0,0
7.24,1,99,18,19,13,1343,2,2
5.47,24,23,18,9,31,1344,0,2
5.94,1,58,18,95,482,1345,3,2
6.38,1,48,18,7,32,1346,3,2
6.99,4,28,18,29,32,1347,3,2
6.79,12,24,18,9,151,1348,0,2
7.22,1,90,18,7,202,1349,4,1
6.52,26,24,18,7,27,1350,0,2
6.49,7,26,18,16,431,1351,3,0
7.84,10,25,18,19,152,1352,1,2
6.83,24,23,18,34,88,1353,0,3
7.38,1,50,18,27,34,1354,2,2
6.64,120,24,18,12,214,1355,0,0
7.58,12,23,18,18,10,1356,0,1
5.85,5,14,18,209,198,1357,1,0
5.62,3,30,18,24,153,1358,3,0
6.77,5,11,18,2,202,1359,1,3
8.41,12,24,18,18,5837,1360,0,2
6.24,1,21,18,209,198,1361,1,0
6.22,20,13,18,104,93,1362,1,5
7.13,2,9,18,33,22,1363,1,0
7.83,12,23,18,48,104,1364,0,2
6.47,26,24,18,19,113,1365,0,0
7.02,1,26,18,10,12,1366,4,3
7.52,1,1,18,27,34,1367,2,2
7.14,3,28,18,155,93,1368,2,3
7.72,1,115,18,3,75,1369,2,3
6.64,6,30,18,7,75,1370,3,3
7.19,1,57,18,27,34,1371,2,2
5.85,1,1,18,210,482,1372,3,0
