Score,Episodes,Duration_format,Genre_format,Producers_format,Studios_format,Name_format,Type_format,Source_format
5.88,2,30,10,121,23,695,2,2
6.41,2,30,3,122,6,696,2,2
6.9,47,25,3,123,14,697,0,1
6.44,1,46,3,25,182,698,2,1
6.45,1,54,3,25,15,699,2,1
6.72,2,50,1,10,182,700,2,1
7.03,12,24,0,21,51,701,0,1
6.38,13,25,7,28,171,702,0,0
6.92,1,63,3,124,58,703,1,8
7.5,76,25,0,18,295,704,0,1
6.13,1,19,0,7,15,705,2,1
6.26,16,3,0,9,51,706,0,1
7.4,24,8,0,28,47,707,0,1
7.31,7,30,0,0,44,708,2,1
8.02,101,25,3,3,51,709,0,1
7.45,40,23,1,23,206,710,0,0
7.41,5,11,1,117,40,711,2,0
7.34,1,10,0,11,182,712,1,1
7.05,4,34,1,28,63,713,2,0
7.21,5,37,1,0,4,714,2,5
6.76,24,24,0,12,1,715,0,0
6.34,13,24,3,2,2,716,0,1
6.47,3,40,5,42,295,717,2,2
7.55,48,25,0,44,3,718,0,1
7.94,36,25,1,14,171,719,0,0
7.97,1,115,1,14,171,720,1,0
7.3,1,140,1,21,206,721,1,0
7.39,1,135,1,21,206,722,1,0
7.78,1,140,1,21,206,723,1,0
6.4,136,23,0,23,30,724,0,1
7.55,1,99,3,0,5,725,1,0
7.9,1,108,3,0,15,726,1,0
5.97,13,26,3,52,31,727,0,2
6.12,3,30,0,17,1,728,2,5
6.69,13,25,0,63,6,729,0,0
5.96,1,28,0,117,40,730,1,0
6.44,1,82,1,86,182,731,1,5
7.13,26,24,2,13,5,732,0,1
6.68,1,24,3,5,182,733,3,1
7.09,39,25,0,89,37,734,0,1
6.8,1,78,0,125,4,735,2,0
6.3,3,30,10,126,23,736,2,2
5.76,1,37,11,25,1,737,2,1
7.14,1,99,3,0,35,738,1,5
7.36,1,80,0,4,6,739,1,28
7.09,1,91,0,4,6,740,1,28
6.92,1,79,0,4,6,741,1,28
7.18,1,74,0,4,6,742,1,28
6.76,1,81,0,2,6,743,1,28
6.98,1,98,0,4,6,744,1,28
6.72,25,24,2,2,295,745,0,1
7.14,1,25,4,0,206,746,3,4
7.23,13,47,4,0,6,747,0,0
6.75,12,23,0,19,18,748,0,1
6.97,12,23,0,19,18,749,0,1
6.88,1,24,0,19,18,750,3,1
6.54,1,100,1,127,59,751,1,0
7.15,50,23,0,3,295,752,0,0
7.18,26,24,0,5,63,753,0,0
7.02,1,1,1,128,79,754,2,0
6.98,32,23,3,23,295,755,0,0
7.07,52,24,0,2,147,756,0,28
7.11,1,95,3,18,4,757,1,0
8.26,12,23,3,3,1,758,0,1
7.37,1,43,0,28,63,759,2,0
7.26,1,30,0,5,63,760,2,0
5.99,4,47,7,31,182,761,2,5
6.93,4,36,0,129,193,762,2,1
6.95,6,30,0,1424,1,763,2,1
6.07,4,27,1,30,4,764,0,0
6.2,25,24,1,2,4,765,0,28
6.3,3,30,0,1,27,766,2,1
6.65,25,24,0,17,1,767,0,1
6.11,2,30,0,17,1,768,2,1
6.53,48,15,5,8,3,769,0,0
6.86,6,30,4,125,99,770,2,28
6.0,12,24,1,23,60,771,0,1
6.66,3,45,3,28,63,772,2,0
7.37,3,29,0,17,1,773,2,4
7.33,3,29,0,0,1,774,2,4
7.83,26,23,0,130,1,775,0,4
6.04,13,25,0,4,1,776,0,0
6.67,4,28,4,0,1,777,2,1
6.45,3,52,1,131,63,778,2,0
7.07,26,25,4,20,182,779,0,0
6.95,25,24,0,17,3,780,0,1
6.66,4,30,0,0,33,781,2,1
6.64,6,30,1,0,35,782,2,0
5.62,3,30,1,52,27,783,2,28
7.03,26,22,0,69,34,784,0,4
6.5,6,32,0,2,63,785,2,0
6.9,26,22,0,2,63,786,0,0
6.57,3,23,0,0,182,787,2,1
6.52,26,24,1,0,5,788,0,1
7.23,6,27,0,0,73,789,2,5
6.31,13,24,0,96,31,790,0,4
6.65,12,24,0,19,26,791,0,0
7.33,13,23,0,49,1,792,0,4
7.21,12,5,0,0,42,793,0,1
6.6,12,25,0,96,31,794,0,2
5.8,26,24,2,9,61,795,0,0
6.16,1,24,1,132,258,796,2,28
6.66,1,22,3,0,62,797,1,0
7.02,1,47,1,5,182,798,1,1
8.33,24,24,0,26,4,799,0,5
7.72,1,115,1,72,35,800,1,0
7.51,26,25,4,133,73,801,0,0
6.88,10,24,0,23,295,802,0,1
5.51,1,30,3,87,1,803,2,1
6.73,13,24,0,20,10,804,0,1
6.35,52,25,0,6,295,805,0,6
7.31,26,25,3,8,42,806,0,1
6.12,13,24,1,34,182,807,0,9
6.97,3,45,1,0,46,808,2,1
5.74,4,50,4,58,63,809,2,1
6.01,2,27,0,134,10,810,2,1
6.84,12,23,3,0,44,811,0,0
6.05,1,25,0,12,190,812,2,0
7.59,39,24,3,23,295,813,0,1
7.43,1,47,3,14,206,814,2,0
6.78,24,24,3,135,64,815,0,1
5.83,1,50,1,31,182,816,2,1
7.13,13,24,1,136,42,817,0,1
6.9,1,55,1,137,206,818,2,28
6.96,26,24,0,137,206,819,0,28
7.3,26,24,0,2,8,820,0,1
7.54,39,25,0,26,47,821,0,0
5.37,1,87,1,26,47,822,1,0
7.23,1,80,4,25,295,823,1,1
7.05,54,24,0,21,171,824,0,0
6.33,6,24,4,0,63,825,2,0
6.47,3,30,3,138,25,826,2,2
5.85,1,1,1,34,182,827,2,9
5.94,1,58,1,139,182,828,2,1
6.38,1,48,1,0,63,829,2,1
5.6,2,39,0,31,63,830,2,1
6.13,4,30,10,45,23,831,2,1
6.49,7,26,1,20,190,832,2,28
7.69,39,27,4,140,3,833,0,5
6.29,6,36,0,44,182,834,2,0
7.68,19,24,7,6,3,835,0,0
6.03,3,30,0,9,20,836,2,2
5.32,1,47,1,141,65,837,2,0
5.03,1,48,1,141,65,838,2,0
7.29,7,30,0,54,5,839,2,0
7.56,16,25,0,54,206,840,2,0
6.75,1,102,4,0,182,841,1,0
7.36,5,27,1,18,4,842,0,0
7.69,195,25,0,3,5,843,0,1
6.51,1,48,0,8,25,844,2,0
6.41,1,45,0,8,90,845,2,0
6.46,1,53,0,8,90,846,2,0
7.21,13,24,13,6,313,847,4,0
6.64,24,10,0,8,25,848,0,1
7.13,26,25,0,21,8,849,0,0
7.24,50,25,0,3,295,850,0,0
6.33,26,25,1,3,206,851,0,0
6.96,52,20,8,6,15,852,0,1
6.67,1,29,6,0,15,853,3,1
6.1,4,45,3,16,1,854,2,1
7.07,1,79,3,2,182,855,1,5
6.3,26,25,0,3,14,856,0,0
6.3,25,24,0,3,295,857,0,1
5.43,2,30,1,91,1,858,2,1
6.28,3,24,4,0,63,859,2,0
7.29,8,41,4,16,63,860,2,0
6.54,3,45,1,142,131,861,2,0
6.02,12,24,1,63,184,862,0,0
6.57,3,30,1,115,63,863,2,0
5.94,6,30,1,47,66,864,2,0
7.18,3,45,1,86,182,865,2,0
6.97,3,58,1,143,2,866,2,5
6.33,2,30,10,45,23,867,2,2
6.37,1,100,4,91,68,868,1,28
8.04,1,100,0,144,103,869,1,1
6.45,1,10,0,145,5,870,1,6
7.11,13,25,3,26,162,871,0,1
7.54,47,24,0,0,5,872,0,1
7.26,26,23,4,125,6,873,0,1
7.22,1,90,1,0,206,874,3,4
5.83,6,15,0,121,63,875,2,1
6.99,4,28,1,8,63,876,2,1
5.63,2,30,10,40,67,877,2,2
6.31,10,30,10,40,67,878,2,2
6.13,5,30,10,40,67,879,2,2
6.23,3,30,10,40,23,880,2,2
7.13,49,25,0,14,20,881,0,0
6.84,4,30,0,14,20,882,2,0
6.97,3,24,0,0,20,883,2,0
6.93,1,33,0,14,20,884,1,0
6.74,6,30,10,107,57,885,2,2
5.72,2,30,10,146,23,886,2,2
6.66,5,30,10,121,15,887,2,2
6.58,5,5,4,147,15,888,0,0
7.29,13,24,4,0,15,889,0,0
5.69,6,28,0,20,20,890,2,0
7.67,23,25,0,103,56,891,0,1
7.09,1,91,0,5,103,892,3,1
7.17,1,97,0,5,56,893,1,1
7.8,155,25,0,5,56,894,0,1
6.04,1,50,0,5,103,895,2,1
7.28,1,73,0,44,56,896,1,1
5.71,13,23,1,9,182,897,0,5
6.34,2,54,1,64,63,898,2,0
7.26,26,24,0,0,206,899,0,0
8.18,96,25,0,100,5,900,0,1
7.39,13,23,1,125,182,901,0,0
6.49,12,23,1,3,18,902,0,0
6.92,15,34,1,8,3,903,2,0
7.46,49,25,1,21,171,904,0,0
7.73,3,37,3,0,182,905,1,1
6.88,10,22,1,6,5,906,0,1
6.64,26,23,4,91,46,907,0,0
6.12,1,48,1,25,3,908,2,1
7.93,51,25,0,6,206,909,0,1
8.05,103,23,0,6,103,910,0,1
7.61,24,23,3,5,182,911,0,1
6.09,2,38,1,78,1,912,2,1
7.86,35,25,0,2,3,913,0,1
8.04,102,22,0,2,127,914,0,1
6.68,1,24,0,0,147,915,3,0
6.91,3,14,0,12,56,916,3,0
7.16,26,24,1,148,53,917,0,0
6.09,1,83,4,149,1,918,1,1
7.14,12,25,0,42,51,919,0,4
6.21,4,24,0,0,73,920,2,1
6.21,20,25,3,23,25,921,0,1
6.68,13,25,0,150,123,922,0,1
6.97,6,24,0,19,18,923,2,1
7.07,153,22,0,91,49,924,0,1
6.8,26,24,0,21,99,925,0,1
8.19,12,24,1,47,182,926,0,1
7.74,12,50,3,24,162,927,2,1
7.22,13,25,3,54,15,928,0,0
6.87,1,69,0,4,6,929,3,28
7.31,1,100,1,83,6,930,1,28
6.48,1,42,0,4,6,931,4,28
5.25,3,27,0,1,142,932,2,0
8.01,24,24,3,10,79,933,0,2
6.71,12,24,0,12,16,934,0,2
6.69,51,24,0,7,6,935,0,1
7.13,49,24,0,59,295,936,0,0
8.63,37,23,6,25,182,937,0,1
7.35,26,24,0,25,8,938,0,1
6.3,22,25,1,9,295,939,0,1
7.18,24,23,0,37,63,940,0,1
6.69,22,27,1,23,25,941,0,1
6.11,26,25,1,0,206,942,0,0
6.68,3,28,4,0,44,943,2,28
7.02,26,23,0,151,19,944,0,1
7.2,42,24,3,3,295,945,0,1
6.76,104,24,3,3,56,946,0,1
6.89,4,36,1,58,6,947,2,1
7.07,12,25,3,12,1,948,0,1
7.07,25,24,0,81,3,949,0,28
7.13,4,40,2,0,44,950,2,1
7.59,26,23,1,21,5,951,0,4
8.11,50,25,0,2,103,952,0,1
5.05,3,30,1,152,1,953,2,28
6.18,12,24,14,63,18,954,0,2
7.09,192,24,0,2,6,955,0,28
7.2,191,23,0,2,6,956,0,28
8.14,1,108,4,0,15,957,3,1
7.55,43,22,5,18,103,958,0,1
6.91,22,24,0,12,31,959,0,1
7.06,12,24,0,20,9,960,0,2
6.41,12,25,0,150,42,961,0,2
7.81,25,25,0,2,1,962,0,4
6.98,51,24,0,2,5,963,0,1
8.72,25,24,1,0,206,964,0,0
7.13,26,24,1,0,206,965,4,0
7.46,4,30,0,0,5,966,2,1
6.88,13,23,0,12,22,967,0,28
7.48,25,24,0,6,68,968,0,2
6.12,2,1,5,0,78,969,2,1
6.63,12,24,0,4,6,970,0,2
6.28,2,50,1,6,20,971,2,1
6.26,12,25,1,6,69,972,0,1
6.93,2,27,0,0,90,973,2,0
6.92,25,23,7,6,0,974,0,0
7.37,11,23,3,8,28,975,0,1
6.28,12,23,0,12,33,976,0,6
7.03,11,21,0,3,127,977,0,1
7.93,26,25,7,6,5,978,0,0
5.25,4,29,0,12,19,979,2,0
7.09,22,23,3,37,4,980,0,0
7.07,13,24,3,42,90,981,0,0
6.84,25,24,1,21,6,982,0,28
8.18,203,24,0,2,42,983,0,1
7.63,52,24,0,54,206,984,0,1
6.39,12,24,3,9,31,985,0,1
7.49,20,25,0,0,70,986,0,1
7.27,4,30,1,12,206,987,2,0
7.4,52,24,1,2,182,988,0,1
6.48,4,21,0,75,68,989,0,1
6.6,26,25,1,17,1,990,0,5
7.1,1,24,0,20,19,991,2,1
5.81,4,28,0,52,103,992,2,1
5.61,1,46,1,6,15,993,2,0
6.06,13,24,1,137,214,994,0,1
6.66,26,25,1,58,103,995,0,1
6.06,2,26,8,40,67,996,2,2
6.5,3,30,10,121,71,997,2,2
6.5,2,30,10,121,37,998,2,2
6.84,41,23,2,3,14,999,0,8
4.37,1,34,10,153,72,1000,2,0
7.44,51,24,2,13,3,1001,0,1
5.87,2,28,2,154,1,1002,2,0
4.74,2,37,1,1,181,1003,2,1
6.85,2,24,0,19,18,1004,2,1
7.59,26,25,1,54,51,1005,0,0
7.42,26,24,1,155,51,1006,0,0
7.07,25,23,1,75,73,1007,0,0
6.83,1,26,0,12,31,1008,2,1
7.33,12,24,0,6,31,1009,0,0
4.18,3,30,1,139,1,1010,2,0
6.5,1,39,0,44,103,1011,2,1
6.66,24,15,1,8,25,1012,0,1
6.45,25,25,1,58,295,1013,0,1
5.22,13,24,1,137,34,1014,0,1
6.93,52,20,0,53,182,1015,0,1
6.68,51,21,0,53,14,1016,0,1
6.59,1,70,0,38,14,1017,1,1
6.27,3,30,1,17,1,1018,2,5
6.48,48,26,0,156,182,1019,0,28
7.27,47,27,1,3,123,1020,0,1
6.56,13,25,1,137,51,1021,0,28
7.28,50,25,1,2,19,1022,0,1
6.47,4,30,1,157,22,1023,2,2
7.26,26,25,0,49,19,1024,0,0
5.85,26,21,0,4,31,1025,0,1
7.45,1,93,0,2,3,1026,1,1
7.66,24,23,3,158,4,1027,0,1
6.52,26,23,0,0,206,1028,0,0
7.02,6,24,1,41,147,1029,2,1
8.32,23,22,0,18,1,1030,0,1
7.66,24,24,3,17,4,1031,0,8
6.46,12,24,1,0,5,1032,0,1
6.58,13,25,1,2,111,1033,0,1
6.9,51,24,0,2,295,1034,0,1
7.06,1,75,0,4,6,1035,3,28
6.93,56,21,0,2,8,1036,0,28
6.24,13,24,1,2,51,1037,0,1
7.73,2,24,0,94,11,1038,3,1
6.77,12,23,3,137,8,1039,0,1
7.27,26,24,0,68,9,1040,0,1
6.39,26,25,2,38,123,1041,0,0
5.33,6,7,0,159,31,1042,4,2
6.98,12,24,1,30,182,1043,0,28
6.84,12,24,3,12,74,1044,0,2
7.42,52,24,0,2,3,1045,0,1
7.18,4,32,1,66,26,1046,2,28
7.12,1,27,0,20,19,1047,2,1
6.48,1,27,1,0,37,1048,2,0
8.16,500,23,0,6,3,1049,0,1
7.15,14,24,1,160,103,1050,2,1
7.11,12,24,0,47,367,1051,0,1
5.51,11,24,1,23,258,1052,0,1
5.48,4,14,0,27,15,1053,3,0
6.56,12,45,3,3,100,1054,2,5
7.3,172,21,0,161,31,1055,0,1
7.45,7,27,1,0,206,1056,2,0
5.28,1,16,0,155,15,1057,2,28
6.59,1,56,1,162,75,1058,2,1
6.92,6,37,1,10,1,1059,2,4
5.75,1,45,1,17,1,1060,2,4
6.78,4,27,1,67,99,1061,2,6
5.99,12,21,0,28,3,1062,0,0
5.78,3,30,10,40,67,1063,2,2
6.5,12,25,1,41,295,1064,0,1
7.04,1,25,1,0,22,1065,3,0
5.65,12,24,1,17,99,1066,0,1
6.21,1,55,1,0,15,1067,1,4
6.25,2,29,10,114,333,1068,2,0
5.6,3,26,10,121,23,1069,2,2
6.42,2,29,10,107,76,1070,2,2
7.0,3,26,10,163,271,1071,2,2
6.89,26,25,1,164,206,1072,0,0
6.39,1,80,1,86,182,1073,1,4
6.4,1,55,0,72,206,1074,2,4
7.08,1,81,0,22,206,1075,1,4
6.67,6,27,0,5,206,1076,2,4
7.03,2,23,0,72,206,1077,2,4
6.45,12,24,0,30,163,1078,0,2
7.28,26,24,0,8,22,1079,0,1
6.48,12,24,3,137,18,1080,0,1
5.56,2,29,1,10,78,1081,2,0
3.67,12,5,4,165,77,1082,0,0
7.66,3,24,0,12,33,1083,2,1
7.39,1,90,1,61,1,1084,1,4
6.46,78,24,0,2,103,1085,0,28
6.85,1,23,0,73,10,1086,3,1
7.78,26,23,1,5,182,1087,0,1
5.46,2,25,1,5,6,1088,2,28
6.18,3,30,15,40,67,1089,2,2
6.61,6,30,1,63,142,1090,2,5
7.79,1,83,3,166,182,1091,1,1
7.37,1,86,3,167,182,1092,1,1
7.04,65,25,2,18,6,1093,0,8
8.17,26,25,1,18,15,1094,0,5
6.95,1,115,2,44,124,1095,1,5
6.18,4,25,1,16,63,1096,2,1
5.18,1,100,1,168,78,1097,1,1
6.54,12,24,0,105,13,1098,0,2
6.81,12,24,0,19,26,1099,0,4
7.49,12,23,0,49,1,1100,0,4
8.27,26,25,3,26,31,1101,0,1
6.91,26,24,0,0,3,1102,0,1
7.15,26,25,3,26,108,1103,0,0
7.45,12,24,0,6,19,1104,0,3
6.22,7,5,0,12,88,1105,4,2
6.91,2,77,3,54,182,1106,3,1
7.28,12,24,0,19,26,1107,0,0
7.15,14,24,1,125,29,1108,0,28
6.29,1,8,1,33,4,1109,2,0
6.99,12,24,3,84,22,1110,0,28
6.3,11,23,0,8,4,1111,0,6
6.3,12,23,3,59,295,1112,0,0
7.0,3,23,0,5,182,1113,3,1
7.37,37,25,4,97,59,1114,0,1
6.03,4,15,0,27,15,1115,3,0
7.36,26,25,3,26,103,1116,0,5
6.48,1,50,1,31,182,1117,2,1
6.3,26,3,0,7,88,1118,0,1
6.34,12,24,0,0,11,1119,0,0
6.07,12,24,0,2,4,1120,0,28
7.08,52,24,0,7,1,1121,0,0
7.77,24,24,0,12,79,1122,0,3
8.23,24,24,7,10,5,1123,0,2
6.82,1,6,3,0,182,1124,14,1
6.98,50,25,0,26,8,1125,0,0
6.81,25,25,0,26,51,1126,0,0
6.59,1,101,0,7,127,1127,1,1
6.73,3,30,10,107,79,1128,2,2
6.76,51,24,4,169,206,1129,0,0
7.09,1,91,1,100,214,1130,1,1
7.76,15,24,3,5,182,1131,2,1
7.48,5,46,0,86,1,1132,2,1
8.07,39,25,0,26,182,1133,0,4
7.65,26,25,0,47,12,1134,0,0
7.08,1,102,0,100,3,1135,1,1
7.83,1,95,0,100,3,1136,1,1
6.98,1,95,0,100,5,1137,1,1
6.77,1,95,0,100,5,1138,1,1
6.84,1,77,0,100,182,1139,1,1
6.06,1,4,16,9,80,1140,14,1
5.59,1,29,1,85,63,1141,2,0
5.92,1,44,1,44,6,1142,2,0
6.94,47,25,0,59,295,1143,0,0
6.79,1,70,0,97,295,1144,1,0
7.14,49,24,1,59,295,1145,0,0
5.68,1,30,1,170,9,1146,2,2
6.81,4,67,1,1,63,1147,2,0
5.53,1,30,3,22,23,1148,2,28
6.1,2,50,1,17,108,1149,2,6
5.91,1,51,0,171,63,1150,2,1
6.91,12,23,4,42,81,1151,0,4
8.06,1,90,2,172,182,1152,1,5
7.07,6,32,0,10,63,1153,2,0
7.59,50,24,3,59,295,1154,0,0
5.82,28,12,1,20,16,1155,0,0
7.05,3,16,2,17,182,1156,1,0
6.89,3,45,1,11,103,1157,2,1
6.03,10,2,0,117,40,1158,0,8
6.8,12,24,1,49,23,1159,0,1
6.21,2,55,1,3,82,1160,2,1
7.7,1,107,0,14,51,1161,1,8
6.57,13,23,0,0,51,1162,0,0
6.44,3,25,1,125,99,1163,2,28
7.22,13,24,3,12,11,1164,0,1
4.21,2,50,2,173,33,1165,2,1
7.16,1,94,3,21,206,1166,1,0
7.06,1,97,3,21,206,1167,1,0
7.15,1,100,3,21,206,1168,1,0
8.09,51,25,3,39,56,1169,0,1
6.52,1,15,1,0,40,1170,1,0
7.53,74,25,4,3,295,1171,0,1
6.47,13,25,0,20,23,1172,0,0
6.72,1,10,0,7,5,1173,3,1
6.43,1,30,3,125,99,1174,2,28
7.05,1,79,0,6,25,1175,1,0
8.66,27,24,0,6,47,1176,0,0
7.56,26,23,1,20,8,1177,0,0
8.01,25,25,0,5,182,1178,0,1
5.73,2,30,10,174,23,1179,2,2
6.56,1,23,0,11,5,1180,3,1
7.06,20,8,0,9,5,1181,0,1
7.55,49,24,0,23,295,1182,0,1
7.38,1,89,0,0,5,1183,1,1
7.41,26,24,0,11,5,1184,0,1
6.11,1,16,0,77,33,1185,2,2
6.78,1,55,3,43,3,1186,2,1
6.09,4,30,0,25,15,1187,2,0
8.12,25,24,1,6,0,1188,0,0
7.58,52,24,0,2,49,1189,0,1
6.44,4,29,4,169,206,1190,2,0
7.24,26,24,3,1,147,1191,0,0
6.52,13,24,1,143,5,1192,0,28
6.68,13,24,0,15,258,1193,0,0
8.06,24,24,0,25,295,1194,0,1
7.15,43,24,0,38,14,1195,0,1
7.44,61,23,0,7,127,1196,0,1
6.37,47,23,17,16,20,1197,0,0
6.6,1,65,1,17,206,1198,1,1
7.13,52,24,0,11,3,1199,0,0
7.12,12,24,1,5,206,1200,2,0
6.06,2,28,0,0,78,1201,2,28
6.68,2,23,0,125,47,1202,2,1
6.01,5,29,1,36,171,1203,2,1
5.47,1,47,0,125,78,1204,2,1
5.48,1,42,0,141,180,1205,2,0
6.2,6,24,0,78,15,1206,2,1
6.47,1,86,1,10,63,1207,1,0
6.4,1,50,1,10,63,1208,2,0
6.38,1,1,1,10,63,1209,2,0
6.29,1,57,1,10,63,1210,2,0
6.23,3,50,1,142,63,1211,2,0
5.78,2,45,1,142,63,1212,2,0
6.01,4,30,1,10,63,1213,2,0
6.25,3,46,1,142,63,1214,2,0
6.39,51,25,0,9,214,1215,0,1
7.98,148,24,6,18,295,1216,0,1
7.06,1,95,6,18,295,1217,1,4
5.86,4,30,0,17,63,1218,2,4
5.67,1,30,0,175,6,1219,2,28
6.23,2,30,1,25,182,1220,2,1
6.52,35,25,1,14,42,1221,0,0
6.73,6,30,1,0,1,1222,2,0
5.89,1,31,3,25,182,1223,2,1
5.92,3,53,4,8,3,1224,2,28
6.77,2,27,0,78,15,1225,2,1
7.43,1,95,0,5,3,1226,1,1
6.31,1,54,4,17,63,1227,1,1
6.29,1,59,2,17,63,1228,1,1
5.53,1,30,11,25,182,1229,2,1
6.14,2,30,0,52,63,1230,2,1
6.18,1,55,3,91,127,1231,2,1
7.75,26,24,0,2,4,1232,0,1
6.56,26,23,3,125,5,1233,0,2
6.6,26,24,4,0,22,1234,0,0
7.35,1,90,1,82,295,1235,1,1
7.14,51,24,0,2,8,1236,0,28
7.06,25,25,1,2,8,1237,0,28
7.59,26,24,6,21,8,1238,0,1
7.23,38,24,1,21,171,1239,0,0
7.3,128,24,1,2,83,1240,0,1
7.14,13,30,1,3,14,1241,2,1
7.11,1,80,1,92,295,1242,1,0
6.55,50,24,1,54,206,1243,0,0
7.36,13,24,3,12,84,1244,0,0
7.02,25,24,0,12,182,1245,0,1
6.7,2,26,0,61,73,1246,2,4
7.06,1,26,0,176,12,1247,1,4
7.13,2,30,10,177,212,1248,2,2
6.39,2,30,10,114,333,1249,2,2
6.41,51,25,0,8,3,1250,0,28
7.82,3,33,1,18,3,1251,2,1
5.89,2,30,2,107,57,1252,2,2
6.26,4,30,3,19,85,1253,2,1
8.12,78,24,0,2,183,1254,0,8
7.23,26,24,0,178,182,1255,0,6
7.98,1,111,1,6,40,1256,1,1
6.32,52,24,1,179,103,1257,0,0
6.9,13,23,4,58,37,1258,0,0
7.92,24,24,1,6,190,1259,0,1
7.95,25,25,0,6,86,1260,0,1
6.65,13,23,1,47,0,1261,0,1
5.97,3,25,0,0,90,1262,2,0
8.09,26,25,0,0,182,1263,0,0
6.79,12,13,0,30,56,1264,0,3
8.07,23,24,0,10,79,1265,0,2
6.33,6,24,0,125,63,1266,2,28
7.48,1,105,0,180,103,1267,1,1
7.02,1,84,1,55,4,1268,1,0
5.83,2,27,1,45,23,1269,2,2
6.12,6,30,8,45,23,1270,2,0
6.21,1,70,1,44,59,1271,2,0
6.89,23,24,1,21,206,1272,0,0
6.82,1,105,1,4,6,1273,1,28
7.39,26,25,6,164,103,1274,0,1
6.46,1,30,0,8,14,1275,1,1
5.73,2,30,3,146,23,1276,2,2
5.7,3,30,1,107,57,1277,2,2
6.71,1,3,1,30,4,1278,3,0
7.62,61,25,3,75,162,1279,0,1
6.87,26,24,4,0,44,1280,0,0
7.41,12,23,1,47,182,1281,0,1
5.13,1,40,3,1,63,1282,2,1
7.16,243,25,0,3,295,1283,0,1
7.28,52,25,3,3,14,1284,0,8
6.85,50,24,3,23,295,1285,0,0
8.2,1,98,3,17,182,1286,1,5
6.48,1,7,0,94,11,1287,3,1
7.53,3,30,3,104,87,1288,2,1
6.1,12,23,3,13,206,1289,0,0
8.42,12,22,2,3,295,1290,0,0
6.87,1,11,0,13,3,1291,3,0
5.49,1,74,1,54,295,1292,2,0
8.42,13,24,0,6,44,1293,0,4
6.45,39,25,1,58,295,1294,0,1
7.26,92,25,1,58,295,1295,0,1
7.22,50,24,4,21,206,1296,0,0
6.65,38,25,1,181,20,1297,0,0
6.79,51,24,0,7,123,1298,0,1
6.82,2,30,0,143,3,1299,2,28
7.09,1,94,2,48,162,1300,1,1
6.39,1,44,13,37,4,1301,2,0
7.31,3,95,1,97,206,1302,3,0
7.81,1,94,1,0,206,1303,1,0
6.86,1,7,14,182,78,1304,14,1
6.39,24,5,0,20,63,1305,4,0
5.62,1,30,0,20,63,1306,2,0
6.31,39,25,0,7,51,1307,0,0
7.02,49,24,1,23,56,1308,0,6
6.08,26,25,0,11,51,1309,0,1
6.56,26,23,4,151,20,1310,0,0
6.67,1,1,0,151,15,1311,1,0
6.07,3,33,1,169,63,1312,2,1
5.82,6,30,1,142,63,1313,2,0
7.28,4,90,1,14,206,1314,3,0
6.22,2,28,0,52,31,1315,2,2
5.52,13,25,3,52,2,1316,0,2
6.19,1,44,0,24,103,1317,2,0
7.68,1,72,0,183,264,1318,1,8
7.84,7,49,1,0,108,1319,2,1
6.34,3,28,1,114,163,1320,2,0
7.08,26,25,1,56,103,1321,0,0
6.14,1,45,0,10,78,1322,2,0
7.11,52,28,3,26,127,1323,0,5
6.59,1,45,5,26,127,1324,1,5
7.13,52,22,0,2,21,1325,0,1
5.71,1,45,1,83,63,1326,2,1
5.39,2,30,10,40,67,1327,2,2
7.15,1,50,4,11,58,1328,2,1
7.03,1,57,4,11,58,1329,2,1
6.46,1,45,7,6,54,1330,2,1
7.23,51,24,1,36,3,1331,0,0
5.47,12,24,1,184,1,1332,0,28
6.42,12,24,0,12,37,1333,0,6
7.06,24,24,2,17,16,1334,0,4
6.06,3,30,10,45,23,1335,2,2
5.65,26,25,1,2,258,1336,0,0
7.24,13,23,1,56,367,1337,0,6
6.77,100,24,0,185,123,1338,0,28
5.36,52,25,0,0,206,1339,0,0
7.28,1,30,0,92,295,1340,1,0
8.28,79,25,1,3,236,1341,0,1
6.82,12,24,0,12,88,1342,0,1
6.89,11,23,1,7,8,1343,0,1
7.47,26,23,0,130,258,1344,0,4
6.69,2,30,10,107,89,1345,2,2
5.78,2,30,10,107,57,1346,2,1
6.12,2,30,0,54,254,1347,2,1
8.31,1,103,1,0,0,1348,1,0
6.15,1,50,0,43,127,1349,2,1
6.19,1,73,1,186,214,1350,1,1
7.13,1,90,2,187,182,1351,1,1
7.0,1,91,2,187,182,1352,1,1
6.87,6,30,8,188,90,1353,2,2
6.98,3,30,10,45,90,1354,2,2
6.3,2,30,10,107,79,1355,2,2
8.1,1,160,1,0,15,1356,3,1
7.72,1,89,0,23,30,1357,1,1
7.71,31,24,1,3,56,1358,0,1
5.53,3,27,1,52,1,1359,2,7
6.64,6,13,0,20,8,1360,2,1
5.81,4,34,0,44,181,1361,2,4
6.17,1,26,18,169,63,1362,2,0
6.08,1,42,3,25,182,1363,2,1
7.7,1787,11,0,23,30,1364,0,1
7.29,1,94,0,6,3,1365,1,1
6.03,2,28,0,10,1,1366,2,2
6.16,3,31,0,10,1,1367,2,2
4.42,6,15,1,189,91,1368,4,0
5.68,12,25,3,12,18,1369,0,2
5.41,1,30,1,175,92,1370,2,2
6.72,12,24,0,17,29,1371,0,4
6.53,13,24,3,35,182,1372,0,7
