anime_id,name,genre,type,episodes,rating,genre_1
1146,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,"Comedy, Harem, Romance, Sci-Fi, Shounen",OVA,1,7.49,Comedy
10629,Tibet Inu Monogatari,Adventure,Movie,1,7.49,Adventure
2820,Time Travel Tondekeman!,"Action, Adventure, Comedy, Kids",TV,39,7.49,Comedy
113,Uchuu no Stellvia,"Action, Romance, Sci-Fi, Space",TV,26,7.49,Action
970,Yokoyama Mitsuteru Sangokushi,"Adventure, Historical",TV,47,7.49,Adventure
18177,Yowamushi Pedal: Special Ride,"Comedy, Drama, Shounen, Sports",OVA,1,7.49,Comedy
2548,Ai no Wakakusa Monogatari,"Drama, Historical, Slice of Life",TV,48,7.48,Drama
101,Air,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.48,Drama
103,Akazukin Chacha,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",TV,74,7.48,Comedy
15927,Carnival Phantasm: HibiChika Special,"Comedy, Supernatural",Special,1,7.48,Comedy
3744,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,"Drama, Historical, Kids, Romance, Samurai",Movie,1,7.48,Drama
6880,Deadman Wonderland,"Action, Horror, Sci-Fi",TV,12,7.48,Action
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,"Adventure, Shounen, Supernatural",Movie,1,7.48,Adventure
476,Ginban Kaleidoscope,"Drama, Romance, Sports",TV,12,7.48,Drama
14811,GJ-bu,"Comedy, School, Slice of Life",TV,12,7.48,Comedy
242,Gokusen,"Comedy, Drama, Josei, School, Slice of Life",TV,13,7.48,Comedy
9931,Happy Birthday: Inochi Kagayaku Toki,"Drama, Kids, Slice of Life",Movie,1,7.48,Drama
33241,Honobono Log,"Romance, Slice of Life",TV,10,7.48,Romance
31499,Huyao Xiao Hongniang,"Comedy, Romance",ONA,13,7.48,Comedy
9938,Ikoku Meiro no Croisée The Animation,"Historical, Seinen, Slice of Life",TV,12,7.48,Slice of Life
822,Initial D Extra Stage,"Action, Cars, Drama, Seinen, Sports",OVA,2,7.48,Action
2408,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",Movie,1,7.48,Comedy
2927,Kimikiss Pure Rouge,"Drama, Romance, School",TV,24,7.48,Drama
17643,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,"Comedy, School, Slice of Life",OVA,1,7.48,Comedy
1419,Lupin III: Kutabare! Nostradamus,"Action, Adventure, Comedy, Shounen",Movie,1,7.48,Comedy
158,Maria-sama ga Miteru,"Drama, Romance, Shoujo, Shoujo Ai, Slice of Life",TV,13,7.48,Drama
1190,Prince of Tennis: A Day on Survival Mountain,"Adventure, Comedy, Shounen, Sports",OVA,1,7.48,Comedy
23421,Re:␣Hamatora,"Comedy, Mystery, Super Power",TV,12,7.48,Comedy
5984,Ristorante Paradiso,"Drama, Josei, Romance, Slice of Life",TV,11,7.48,Drama
10464,Seitokai no Ichizon Lv.2,"Comedy, Harem, Parody, School",ONA,10,7.48,Comedy
10483,"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!","Action, Historical, Samurai",Special,1,7.47,Action
4715,Shigofumi Special,"Drama, Fantasy, Psychological, Thriller",Special,1,7.48,Fantasy
2978,Shin Getter Robo,"Action, Adventure, Demons, Horror, Mecha, Sci-Fi, Shounen",OVA,13,7.48,Action
8726,Soredemo Machi wa Mawatteiru,"Comedy, Slice of Life",TV,12,7.48,Comedy
3125,Tokimeki Tonight,"Comedy, Fantasy, Romance, Shoujo, Vampire",TV,34,7.48,Comedy
30641,Yankee-kun na Yamada-kun to Megane-chan to Majo,"Comedy, School, Shounen",Special,1,7.48,Comedy
24591,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,"Comedy, Kids, Supernatural",Movie,1,7.48,Comedy
25755,Yowamushi Pedal: Re:RIDE,"Drama, Shounen, Sports",Movie,1,7.48,Drama
30790,Yowamushi Pedal: Re:ROAD,"Drama, Shounen, Sports",Movie,1,7.48,Drama
2125,Yuu☆Yuu☆Hakusho: Eizou Hakusho,"Action, Adventure, Shounen, Supernatural",OVA,2,7.48,Action
763,Zoids,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,67,7.48,Comedy
656,Air in Summer,"Comedy, Drama, Historical, Romance, Supernatural",Special,2,7.47,Comedy
2969,Appleseed Saga Ex Machina,"Action, Mecha, Military, Sci-Fi",Movie,1,7.47,Action
6676,Asura Cryin&#039; 2,"Action, Mecha, Supernatural",TV,13,7.47,Action
25731,Cross Ange: Tenshi to Ryuu no Rondo,"Action, Mecha, Sci-Fi",TV,25,7.47,Action
23383,D-Frag! OVA,"Comedy, Game, Seinen",OVA,1,7.47,Comedy
10531,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.47,Comedy
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,"Adventure, Comedy, Kids, Sci-Fi",Movie,1,7.47,Comedy
15925,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.47,Comedy
20509,Fate/kaleid liner Prisma☆Illya 2wei!,"Action, Comedy, Fantasy, Magic",TV,10,7.47,Comedy
344,Futatsu no Spica,"Drama, School, Sci-Fi, Supernatural",TV,20,7.47,Sci-Fi
18229,Gatchaman Crowds,"Adventure, Sci-Fi",TV,12,7.47,Adventure
21039,Gatchaman Crowds Insight,"Adventure, Sci-Fi",TV,12,7.47,Adventure
31324,Grisaia no Meikyuu Special,Ecchi,Special,1,7.47,Ecchi
4551,Hakushaku to Yousei,"Adventure, Fantasy, Historical, Magic",TV,12,7.47,Adventure
27969,Hana to Alice: Satsujin Jiken,"Drama, Mystery, Slice of Life",Movie,1,7.47,Drama
7337,"Hetalia Axis Powers Movie: Paint it, White","Comedy, Historical, Parody",Movie,1,7.47,Comedy
12729,High School DxD OVA,"Comedy, Demons, Ecchi, Romance, School",OVA,2,7.47,Comedy
20853,Hitsugi no Chaika,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,12,7.47,Comedy
666,JoJo no Kimyou na Bouken,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire",OVA,6,7.47,Adventure
29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,"Comedy, School, Shounen, Sports",Special,1,7.47,Comedy
633,Legend of Basara,"Adventure, Drama, Romance, Shoujo",TV,13,7.47,Adventure
1590,Legendz: Yomigaeru Ryuuou Densetsu,"Action, Adventure, Comedy, Fantasy",TV,50,7.47,Comedy
1439,Lupin III: Walther P-38,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.47,Comedy
10050,Macross F Music Clip Shuu: Nyankuri,Music,Music,1,7.47,Music
1064,Mazinkaiser,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,7,7.47,Comedy
2488,Mei to Koneko Bus,"Adventure, Fantasy",Special,1,7.47,Adventure
14575,Minami-ke Omatase,"Comedy, Slice of Life",OVA,1,7.47,Comedy
84,Mobile Suit Gundam 0083: Stardust Memory,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,13,7.47,Adventure
17505,Mushibugyou,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power",TV,26,7.47,Action
1655,Nerima Daikon Brothers,"Comedy, Music",TV,12,7.47,Comedy
23673,Ookami Shoujo to Kuro Ouji,"Comedy, Romance, School, Shoujo",TV,12,7.47,Comedy
21031,Precure All Stars Movie New Stage 3: Eien no Tomodachi,"Kids, Magic, Shoujo",Movie,1,7.47,Kids
815,"Prince of Tennis: The Two Samurai, The First Game","Action, Shounen, Sports",Movie,1,7.47,Action
17137,Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou,"Adventure, Drama, Fantasy, Shoujo",OVA,1,7.47,Adventure
7662,Shinrei Tantei Yakumo,"Horror, Mystery, Shoujo, Supernatural",TV,13,7.47,Supernatural
2942,Sketchbook: Full Color&#039;s,"Comedy, Slice of Life",TV,13,7.47,Comedy
1764,Slam Dunk (Movie),"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,7.47,Comedy
1170,Slayers Special,"Adventure, Comedy, Fantasy, Magic, Shounen, Supernatural",OVA,3,7.47,Comedy
1081,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",OVA,13,7.47,Action
4884,Tales of the Abyss,"Adventure, Drama, Fantasy",TV,26,7.47,Adventure
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,"Action, Adventure, Comedy, Mecha, Sci-Fi",Special,1,7.47,Comedy
20977,Tonari no Seki-kun OVA,"Comedy, School, Seinen",OVA,1,7.47,Comedy
5332,Toshokan Sensou: Koi no Shougai,"Action, Comedy, Drama, Military, Romance",Special,1,7.47,Comedy
1744,Wagamama☆Fairy Mirumo de Pon!,"Adventure, Comedy, Drama, Fantasy, Kids, Magic, Romance, School, Shoujo",TV,172,7.47,Comedy
8457,Yozakura Quartet: Hoshi no Umi,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",OVA,3,7.47,Comedy
878,Zegapain,"Action, Mecha, Romance, Sci-Fi",TV,26,7.47,Action
4038,Zettai Karen Children,"Action, Comedy, Shounen, Supernatural",TV,51,7.47,Comedy
31245,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,"Romance, School",Movie,1,7.47,Romance
4970,Afro Samurai: Resurrection,"Action, Adventure, Samurai",Movie,1,7.46,Action
1078,Cardcaptor Sakura: Leave It to Kero-chan,Comedy,Movie,1,7.46,Comedy
4138,Chiisana Pengin: Lolo no Bouken,"Adventure, Drama, Fantasy, Kids, Slice of Life",OVA,3,7.46,Adventure
5593,Dogs: Bullets &amp; Carnage,"Action, Seinen",OVA,4,7.46,Action
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.46,Comedy
2676,Doraemon Movie 15: Nobita to Mugen Sankenshi,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.46,Adventure
408,Final Fantasy VII: Last Order,"Action, Adventure, Drama, Fantasy, Sci-Fi",OVA,1,7.46,Action
32696,Fukigen na Mononokean,"Comedy, Supernatural",TV,13,7.46,Comedy
551,Grappler Baki: Saidai Tournament-hen,"Action, Martial Arts, Shounen, Sports",TV,24,7.46,Action
32648,Handa-kun,"Comedy, Shounen, Slice of Life",TV,12,7.46,Comedy
15225,Hentai Ouji to Warawanai Neko.,"Comedy, Harem, Romance, School, Seinen, Supernatural",TV,12,7.46,Comedy
8074,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",TV,12,7.46,Action
6064,Higurashi no Naku Koro ni Kai Specials,"Comedy, Parody",Special,24,7.46,Comedy
483,Kurau Phantom Memory,"Action, Drama, Sci-Fi, Space, Super Power",TV,24,7.46,Action
10628,Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,"Action, Adventure, Ecchi, Fantasy, Magic, School, Shounen",OVA,1,7.46,Action
1972,Meitantei Holmes,"Adventure, Comedy, Mystery",TV,26,7.46,Comedy
5273,Miracle Giants Doumu-kun,Sports,TV,49,7.46,Sports
1288,Mobile Police Patlabor,"Comedy, Mecha, Police, Sci-Fi",OVA,7,7.46,Comedy
2269,Mobile Suit Gundam Seed Special Edition,"Action, Mecha, Military, Sci-Fi, Space",Special,3,7.46,Action
601,Nekojiru-sou,"Comedy, Dementia, Psychological",OVA,1,7.46,Comedy
465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,"Adventure, Comedy, Fantasy, Shounen",Movie,1,7.46,Comedy
1117,Pokemon: Maboroshi no Pokemon Lugia Bakutan,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.46,Comedy
10862,Prince of Tennis: Pairpuri,"Comedy, Drama, Shounen, Sports",Special,8,7.46,Comedy
710,Rec,"Comedy, Drama, Romance",TV,9,7.46,Comedy
10334,Rurouni Kenshin Recap,"Action, Adventure, Comedy, Historical, Romance, Samurai",Special,1,7.46,Comedy
20709,Sabagebu!,"Action, Comedy, Military, Shoujo",TV,12,7.46,Comedy
15793,"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...","Action, Music, Sci-Fi",TV,13,7.46,Action
21573,Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,"Action, Music, Sci-Fi",TV,13,7.46,Action
1815,Shakugan no Shana Movie,"Action, Fantasy, Supernatural",Movie,1,7.46,Action
15307,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.46,Fantasy
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,"Action, Drama, Mecha, Military, Sci-Fi",Movie,1,7.46,Action
198,Speed Grapher,"Action, Mystery, Super Power",TV,24,7.46,Action
23319,"Suisei no Gargantia: Meguru Kouro, Haruka","Action, Adventure, Mecha, Sci-Fi",OVA,2,7.46,Action
19251,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,"Comedy, Harem, Music, Romance, School, Shoujo",Special,1,7.46,Comedy
2009,Yawara! Special: Zutto Kimi no Koto ga... .,"Action, Comedy, Drama, Martial Arts, Slice of Life, Sports",Special,1,7.46,Comedy
9611,Aa! Megami-sama! (2011),"Comedy, Magic, Romance, Seinen, Supernatural",OVA,3,7.45,Comedy
50,Aa! Megami-sama! (TV),"Comedy, Magic, Romance, Seinen, Supernatural",TV,24,7.45,Comedy
31771,Amanchu!,"Comedy, School, Shounen, Slice of Life",TV,12,7.45,Comedy
2986,Bamboo Blade,"Comedy, School, Seinen, Sports",TV,26,7.45,Comedy
3076,Bishoujo Senshi Sailor Moon SuperS Special,"Magic, Romance, Shoujo",Special,3,7.45,Romance
1373,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,Drama,Special,4,7.45,Drama
1614,Captain Tsubasa: Road to 2002,"Action, Shounen, Sports",TV,52,7.45,Action
15109,Cuticle Tantei Inaba,"Action, Comedy, Mystery, Shounen, Supernatural",TV,12,7.45,Comedy
5684,Fresh Precure!,"Action, Comedy, Fantasy, Magic, Shoujo, Slice of Life",TV,50,7.45,Comedy
908,Fullmetal Alchemist: Premium Collection,"Comedy, Fantasy, Shounen",OVA,3,7.45,Comedy
505,Fushigiboshi no☆Futagohime,"Comedy, Magic, Shoujo",TV,51,7.45,Comedy
15863,Ginga Kikoutai Majestic Prince,"Action, Mecha, School, Sci-Fi, Seinen, Space",TV,24,7.45,Action
246,Groove Adventure Rave,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,7.45,Comedy
18835,Hakuouki Reimeiroku Tokuten Disc,"Action, Josei, Supernatural",OVA,2,7.46,Action
6574,Hanamaru Youchien,"Comedy, Seinen, Slice of Life",TV,12,7.45,Comedy
5150,Hatsukoi Limited,"Comedy, Romance, School, Shounen",TV,12,7.45,Comedy
30300,"High School DxD New: Oppai, Tsutsumimasu!","Comedy, Demons, Ecchi, Romance, School",OVA,1,7.45,Comedy
714,High School! Kimengumi,"Comedy, Parody, Romance, School, Shounen",TV,86,7.45,Comedy
2336,Hikaru no Go: New Year Special,"Comedy, Game, Shounen, Supernatural",Special,1,7.45,Comedy
4312,Hokuto no Ken: Toki-den,"Action, Martial Arts",OVA,1,7.45,Action
13261,Inazuma Eleven Go: Chrono Stone,"Shounen, Sports, Super Power",TV,51,7.45,Shounen
2407,Keroro Gunsou Movie 1,"Comedy, Kids, Sci-Fi, Shounen",Movie,1,7.45,Comedy
519,Mahoraba: Heartful days,"Comedy, Drama, Romance, Shounen",TV,26,7.45,Comedy
330,Midori no Hibi,"Comedy, Drama, Ecchi, Romance, Shounen",TV,13,7.45,Comedy
6712,Natsu no Arashi! Akinaichuu,"Comedy, Romance, Supernatural",TV,13,7.45,Comedy
28299,Ookami Shoujo to Kuro Ouji OVA,"Comedy, Romance, School, Shoujo",OVA,1,7.45,Comedy
17875,Papa no Iukoto wo Kikinasai! OVA,"Comedy, Romance, Slice of Life",OVA,2,7.45,Comedy
3292,Potemayo Specials,"Comedy, School, Seinen",Special,6,7.45,Comedy
168,s.CRY.ed,"Action, Adventure, Drama, Sci-Fi, Super Power",TV,26,7.45,Action
573,Saber Marionette J,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen",TV,25,7.45,Comedy
6153,Saint Seiya: Soushuuhen,"Adventure, Fantasy, Sci-Fi, Shounen",Special,1,7.45,Adventure
1302,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,"Adventure, Drama, Sci-Fi, Space",Movie,1,7.45,Adventure
5034,Shikabane Hime: Kuro,"Action, Horror",TV,12,7.45,Action
1548,Shin Taketori Monogatari: 1000-nen Joou,"Drama, Mystery, Sci-Fi",TV,42,7.45,Sci-Fi
2555,Shoukoushi Cedie,"Drama, Shoujo, Slice of Life",TV,43,7.45,Drama
33969,Shuangsheng Lingtan,"Mystery, Psychological",ONA,20,7.45,Mystery
565,Steamboy,"Action, Adventure, Drama, Historical, Military, Sci-Fi",Movie,1,7.45,Action
27957,Steins;Gate: Soumei Eichi no Cognitive Computing,Comedy,ONA,4,7.45,Comedy
855,Strawberry Panic,"Drama, Romance, School, Shoujo Ai",TV,26,7.45,Drama
5832,Tiger Mask Nisei,"Action, Drama, Sports",TV,33,7.45,Action
4703,Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,"Fantasy, Kids, Magic, Romance, Shoujo, Super Power",Movie,1,7.45,Fantasy
33302,Yowamushi Pedal: Spare Bike,"Comedy, Drama, Shounen, Sports",Movie,1,7.45,Comedy
15911,Yuyushiki,"Comedy, School, Seinen, Slice of Life",TV,12,7.45,Comedy
764,Zoids Shinseiki/Zero,"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports",TV,26,7.45,Comedy
10479,Beelzebub Specials,"Action, Comedy, Demons, School, Shounen, Supernatural",Special,16,7.44,Comedy
8756,Bishoujo Senshi Sailor Moon Memorial,"Demons, Magic, Romance, Shoujo",OVA,5,7.44,Romance
20787,Black Bullet,"Action, Mystery, Sci-Fi, Seinen",TV,13,7.44,Action
1450,Brigadoon: Marin to Melan,"Adventure, Comedy, Drama, Mecha, Sci-Fi",TV,26,7.44,Comedy
10163,C: The Money of Soul and Possibility Control,"Action, Mystery, Super Power, Thriller",TV,11,7.44,Action
2649,Doraemon: Obaachan no Omoide,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.44,Comedy
117,El Hazard: The Magnificent World,"Adventure, Comedy, Fantasy, Romance",OVA,7,7.44,Comedy
1250,Erementar Gerad,"Adventure, Comedy, Fantasy, Magic, Romance, Super Power",TV,26,7.44,Comedy
31389,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,"Action, Fantasy, Magic, Shounen, Supernatural",Special,1,7.44,Action
653,Galaxy Angel 3,"Comedy, Sci-Fi",TV,26,7.44,Comedy
5521,Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,"Action, Comedy, Harem, Parody, Romance",OVA,1,7.44,Comedy
191,Love Hina Christmas Special: Silent Eve,"Comedy, Romance, Slice of Life",Special,1,7.44,Comedy
14833,Maoyuu Maou Yuusha,"Adventure, Demons, Fantasy, Historical, Romance",TV,12,7.44,Adventure
20221,Minami-ke Natsuyasumi,"Comedy, Slice of Life",OVA,1,7.44,Comedy
3655,Nabari no Ou,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural",TV,26,7.44,Comedy
6030,Needless,"Action, Comedy, Ecchi, Sci-Fi, Super Power",TV,24,7.44,Comedy
463,One Piece Movie 5: Norowareta Seiken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.44,Comedy
2107,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,"Action, Adventure, Fantasy, Shounen",Movie,1,7.44,Action
1094,One Piece: Umi no Heso no Daibouken-hen,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.44,Comedy
238,Rekka no Honoo,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,7.44,Action
18041,Rozen Maiden (2013),"Action, Comedy, Drama, Magic, Seinen",TV,13,7.44,Comedy
3256,Soukou Kihei Votoms: Pailsen Files,"Mecha, Military, Sci-Fi, Space",OVA,12,7.44,Sci-Fi
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,"Action, Drama, Mecha, Military, Sci-Fi",TV,13,7.44,Action
18277,Strike the Blood,"Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire",TV,24,7.44,Action
30321,Strike the Blood: Valkyria no Oukoku-hen,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire",OVA,2,7.44,Action
33558,Tales of Zestiria the X: Saiyaku no Jidai,"Action, Fantasy",Special,1,7.44,Action
13333,Tari Tari,"Music, School, Slice of Life",TV,13,7.44,School
8022,Tegamibachi Gakuen,Comedy,Special,25,7.44,Comedy
27,Trinity Blood,"Action, Supernatural, Vampire",TV,24,7.44,Action
3791,Air Gear Special,"Shounen, Sports",Special,1,7.43,Shounen
11266,Ao no Exorcist: Kuro no Iede,"Action, Demons, Fantasy, Shounen, Supernatural",Special,1,7.43,Action
22433,Break Blade,"Action, Fantasy, Mecha, Military, Shounen",TV,12,7.43,Action
485,Damekko Doubutsu,Comedy,TV,26,7.43,Comedy
2512,Detective Conan OVA 02: 16 Suspects,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.43,Comedy
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.43,Adventure
6930,Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.43,Comedy
6401,ef: A Tale of Melodies. - Prologue,Music,Special,1,7.43,Music
3568,Ganbarist! Shun,"Comedy, Shounen, Sports",TV,30,7.43,Comedy
1441,Ginga Tetsudou no Yoru,"Drama, Fantasy, Historical, Kids, Mystery",Movie,1,7.43,Fantasy
15699,Haiyore! Nyaruko-san W,"Comedy, Parody, Sci-Fi",TV,12,7.43,Comedy
30991,Himouto! Umaru-chan: Umaru-chan Mou Ikkai!,"Comedy, School, Seinen, Slice of Life",OVA,1,7.43,Comedy
14753,Hori-san to Miyamura-kun,"Comedy, Romance, School, Shounen",OVA,3,7.43,Comedy
13469,Hyouka: Motsubeki Mono wa,Slice of Life,OVA,1,7.43,Slice of Life
18295,Kakumeiki Valvrave 2nd Season,"Action, Mecha, Space",TV,12,7.43,Action
3958,Kannagi,"Comedy, School, Shounen, Supernatural",TV,13,7.43,Comedy
32574,Kekkai Sensen: Ousama no Restaurant no Ousama,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",OVA,1,7.43,Action
845,Kiba,"Adventure, Fantasy, Shounen",TV,51,7.43,Adventure
32953,Koi ni Naritai Aquarium,Music,Music,1,7.43,Music
1090,Mobile Suit Gundam I,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.43,Action
1722,Nagasarete Airantou,"Comedy, Ecchi, Fantasy, Harem, Romance",TV,26,7.43,Comedy
2472,Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,7.43,Comedy
4437,Naruto: Shippuuden Movie 2 - Kizuna,"Action, Martial Arts, Shounen, Supernatural",Movie,1,7.43,Action
1237,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.43,Comedy
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Comedy, Seinen, Slice of Life",TV,13,7.43,Comedy
2141,Oseam,"Adventure, Drama",Movie,1,7.43,Adventure
108,Ou Dorobou Jing in Seventh Heaven,"Adventure, Comedy, Fantasy, Psychological, Shounen",OVA,3,7.43,Comedy
161,Peace Maker Kurogane,"Action, Comedy, Historical, Samurai, Shounen",TV,24,7.43,Comedy
527,Pokemon,"Action, Adventure, Comedy, Fantasy, Kids",TV,276,7.43,Comedy
2182,Robot Carnival,"Fantasy, Sci-Fi",OVA,1,7.43,Fantasy
13599,Robotics;Notes,"Drama, Mystery, School, Sci-Fi",TV,22,7.43,Sci-Fi
4664,Rurouni Kenshin: Special Techniques,"Action, Comedy, Samurai",Special,1,7.43,Comedy
32175,Shounen Maid,"Comedy, Shoujo, Slice of Life",TV,12,7.43,Comedy
1171,Slayers Excellent,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen, Supernatural",OVA,3,7.43,Comedy
6381,Strike Witches 2,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.43,Action
11793,"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode","Comedy, Drama, Slice of Life",Special,1,7.44,Comedy
4663,Tekken Chinmi,"Action, Adventure, Historical, Martial Arts, Shounen",TV,20,7.43,Action
2113,Tenkuu Senki Shurato,"Action, Fantasy, Magic, Shounen",TV,38,7.43,Action
3036,Tobe! Isami,"Action, Adventure, Comedy, Romance, Shounen",TV,50,7.43,Comedy
25157,Trinity Seven,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Supernatural",TV,12,7.43,Comedy
2427,Unico,"Adventure, Fantasy, Kids",Movie,1,7.43,Adventure
7058,Uragiri wa Boku no Namae wo Shitteiru,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",TV,24,7.43,Adventure
28405,Ansatsu Kyoushitsu (TV): Deai no Jikan,"Action, Comedy, School, Shounen",Special,1,7.42,Comedy
9544,Biohazard: Damnation,"Action, Horror, Sci-Fi",Movie,1,7.42,Action
1983,Black Jack: Futari no Kuroi Isha,Drama,Movie,1,7.42,Drama
2756,Cheonnyeon-yeowoo Yeowoobi,"Drama, Fantasy, Sci-Fi",Movie,1,7.42,Fantasy
5065,Detroit Metal City: Birth of the Metal Devil,"Comedy, Music, Parody, Romance",Special,1,7.42,Comedy
10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen",TV,24,7.42,Comedy
332,Dokidoki Densetsu: Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,38,7.42,Comedy
2677,Doraemon Movie 11: Nobita to Animal Planet,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.42,Comedy
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,"Adventure, Comedy",Movie,1,7.42,Comedy
19645,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.42,Comedy
21681,Hanayamata,"Comedy, School, Seinen, Slice of Life",TV,12,7.42,Comedy
1030,Heisei Tanuki Gassen Ponpoko,Kids,Movie,1,7.42,Kids
31989,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso,"Music, School",Movie,1,7.42,School
3859,Himitsu: The Revelation,"Mystery, Police, Psychological, Sci-Fi, Shoujo",TV,26,7.42,Sci-Fi
10804,Ikoku Meiro no Croisée Special,"Historical, Seinen, Slice of Life",Special,1,7.42,Slice of Life
10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,"Comedy, Music, Shounen, Supernatural",OVA,1,7.42,Comedy
10536,Kimi ni Todoke 2nd Season Specials,"Comedy, Romance, Shoujo",Special,3,7.42,Comedy
